OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B
Arhgef17	Lman1
Ralgapa1	Lman1
Ralgapa2	Lman1
Rapgef5	Lman1
Rapgefl1	Lman1
Arhgap26	Lman1l
Dmd	Lman1l
Fcho2	Lman1l
Lman2l	Lman1l
Pdlim5	Lman1l
Strip2	Lman1l
Dmd	Lman2
Syne1	Lman2
Arhgap42	Lman2l
Cyp2a12	Lman2l
Dmd	Lman2l
Rsrc2	Lmnb2
Cd47	Lnpep
Cd63	Lnpep
Il13ra2	Lnpep
Slc9a7	Lnpep
Slc27a2	Lonp1
Ccdc37	Lonrf3
Enpp1	Loxl3
Loxl2	Loxl3
Loxl4	Loxl3
Col2a1	Loxl4
Loxl2	Loxl4
Ilk	Lpcat1
Cybb	Lpcat2
Abcc1	Lpgat1
Npc1	Lpgat1
Fbxw11	Lpin2
Lpin3	Lpin2
Arhgap19	Lpxn
Arhgap21	Lpxn
Arhgap26	Lpxn
Arhgap35	Lpxn
Arhgap42	Lpxn
Chn2	Lpxn
Cyp2a12	Lpxn
Dab2ip	Lpxn
Dmd	Lpxn
Dnmbp	Lpxn
Exoc4	Lpxn
Exoc8	Lpxn
Fcho2	Lpxn
Fgd4	Lpxn
Gli2	Lpxn
Gnas	Lpxn
Klhl7	Lpxn
Suv420h1	Lpxn
Lhx3	Lpxn
Lman1l	Lpxn
Lman2l	Lpxn
Ngef	Lpxn
Pde6b	Lpxn
Pdlim5	Lpxn
Prex1	Lpxn
Prex2	Lpxn
Prickle1	Lpxn
Prickle2	Lpxn
Ralbp1	Lpxn
Rapgef2	Lpxn
Rasgef1b	Lpxn
Slc7a2	Lpxn
Slmap	Lpxn
Sorbs1	Lpxn
Sos1	Lpxn
Srgap1	Lpxn
Srgap2	Lpxn
Stard13	Lpxn
Strip2	Lpxn
Syne2	Lpxn
Syngap1	Lpxn
Timm44	Lpxn
Ugcg	Lpxn
Mlf2	Lrba
Nipbl	Lrif1
Prr14	Lrif1
Rrm1	Lrif1
Lrig1	Lrig2
Gpr98	Lrp1
Lifr	Lrp1
Mttp	Lrp1
Ntrk2	Lrp1
Ptprn2	Lrp1
Polg	Lrp1b
Vit	Lrp1b
Abl2	Lrp4
Lrp6	Lrp4
Pid1	Lrp4
Dkk1	Lrp5
Lrp4	Lrp5
Lrp6	Lrp5
Ndp	Lrp5
Apoe	Lrp8
Ldlr	Lrp8
Mylip	Lrp8
Reln	Lrp8
Iqgap2	Lrpprc
Carns1	Lrrc42
Cep290	Lrrc45
Nol8	Lrrc45
Atp9a	Lrrc59
Casp6	Lrrc59
Dhfr	Lrrc59
Dhx29	Lrrc59
AI314180	Lrrc59
Gtf2f1	Lrrc59
Mlec	Lrrc59
Ppwd1	Lrrc59
Rcsd1	Lrrc59
Rpl13a	Lrrc59
Rpl22	Lrrc59
Rpl35a	Lrrc59
Rpl6	Lrrc59
Rpl7a	Lrrc59
Rps14	Lrrc59
Rps2	Lrrc59
Rps3a1	Lrrc59
Rps4x	Lrrc59
Rps6	Lrrc59
Top1	Lrrc59
Bai1	Lrrc7
Lrch1	Lrrc7
Lyn	Lrriq3
Nek1	Lrrk1
Dnaja1	Lrrk2
Prkg1	Lrrtm2
Nup43	Lrwd1
Zw10	Lrwd1
Abce1	Lsg1
Cebpz	Lsg1
Ctps	Lsg1
Dhodh	Lsg1
Nsun2	Lsg1
Polr1a	Lsg1
Polr3b	Lsg1
D2Wsu81e	Lsg1
Surf6	Lsg1
Trmt1	Lsg1
Ddx6	Lsm14a
Poldip3	Lsm14a
Rplp0	Lsm14a
Rps6	Lsm14a
Tia1	Lsm14a
Eftud2	Lsm3
Hnrnph1	Lsm3
Hnrnpk	Lsm3
Cdc5l	Lsm7
Ddx5	Lsm7
Ppwd1	Lsm7
Smu1	Lsm7
Snrnp27	Lsm7
Thoc1	Lsm7
Zmat2	Lsm7
Agpat1	Lss
Fbn1	Ltbp1
Lama2	Ltbp1
Nell2	Ltbp1
Itgb5	Ltbp3
Nell2	Ltbp3
Mapk12	Ltf
Hspa4l	Luc7l2
Col1a1	Lum
Tada2a	Luzp1
Dhx57	Luzp2
Gpx5	Ly6g5b
Nedd1	Ly6g5b
Tubgcp3	Ly6g5b
Rreb1	Ly75
Cd72	Lyn
Itpr1	Lyn
Yme1l1	Lypd6b
Fxn	Lyrm4
Micu3	Lysmd1
Tcf12	Lysmd1
Rpusd2	Lztfl1
L3mbtl3	Lztr1
Zfp451	Lztr1
Gas8	Maats1
Kdm5b	Maats1
Setx	Maats1
Ppp1r12c	Macf1
Rbsn	Macf1
Tpm2	Macrod1
Cenph	Mad1l1
Cenpi	Mad1l1
Nup107	Mad1l1
Pbrm1	Mad1l1
Sec13	Mad1l1
Spag5	Mad1l1
Trappc12	Mad1l1
Zfp276	Mad1l1
Zw10	Mad1l1
Ccdc27	Madd
Dennd4c	Madd
Dennd5a	Madd
Dennd5b	Madd
Ccdc63	Magel2
Snx8	Magel2
Sult1d1	Magel2
Fhl5	Magi2
Nck1	Magi2
Nedd9	Magi2
Fyco1	Map1lc3a
Nipsnap1	Map1lc3a
Atg4b	Map1lc3b
Rnf123	Map1lc3b
Socs3	Map1s
Mapk3	Map2k2
Drg1	Map2k4
Capn5	Map2k6
Map2k4	Map2k6
Ptgds	Map2k6
Tagln	Map2k6
Kif3a	Map3k10
Kif3b	Map3k10
Tec	Map3k13
Fbxo33	Zak
Myo1b	Map3k3
Pdrg1	Map3k3
Uri1	Map3k3
Cntrl	Map3k4
Map3k15	Map3k5
Map4k1	Map4k2
Nacad	Map4k2
Fry	Map4k4
Aurkb	Map9
Ntn1	Mapk1
Cdkn2c	Mapk10
Map3k4	Mapk11
Mapkapk5	Mapk11
Mcm4	Mapk11
Mknk2	Mapk11
Map3k4	Mapk13
Mapkapk5	Mapk13
Map2k1	Mapk3
Cntrl	Mapk6
Mgat1	Mapk6
Pvrl2	Mapk6
Nol4	Mapk6
Gstp2	Mapk8
Spire2	Mapk8
Stab2	Mapk8
Vrk2	Mapk8
Terf2	Marf1
Cdh1	Marveld2
Fbxl12	Mast1
Fbxw4	Mast1
Ifit3	Mast1
Loxl4	Mast1
Mast3	Mast2
Rnaseh1	Mast2
Mast2	Mast4
Mast3	Mast4
Rps6ka1	Mastl
Epha8	Matk
Fes	Matk
Fgfr1	Matk
Fgfr2	Matk
Ret	Matk
Matn2	Matn4
Ubr5	Matr3
Psmd4	Mb
Chd4	Mbd3
Chd5	Mbd3
Bdnf	Mbtps1
Birc3	Mbtps1
1110004F10Rik	Mbtps1
Azgp1	Mccc1
Ifit1	Mccc1
Ifit2	Mccc1
Ltf	Mccc1
Pccb	Mccc1
Mut	Mccc2
Mov10	Mcf2l
Rbp2	Mcfd2
Clstn1	Mcm3ap
Crmp1	Mcm3ap
Fam118b	Mcm3ap
Trib3	Mcm3ap
Mms22l	Mcm4
Ak8	Mcm7
Hells	Mcm7
Mcm2	Mcm7
Mcm4	Mcm7
Mms22l	Mcm7
Mcm7	Mcm8
Mcm2	Mcmbp
Mcm4	Mcmbp
Mcm7	Mcmbp
Atm	Mcph1
Brca2	Mcph1
Ybx1	Fam195b
Ogfod1	Mcts1
Rps10	Mcts1
Rps11	Mcts1
Rps14	Mcts1
Rps28	Mcts1
Rps6	Mcts1
Rps7	Mcts1
Polr2e	Mcts2
Ap2m1	Mea1
Dnmt1	Mecp2
Sin3b	Mecp2
Cdk8	Med1
Epas1	Med1
Med13l	Med1
Med23	Med1
Med26	Med1
Slitrk2	Med12l
Med13l	Med15
Med13l	Med16
Epas1	Med23
Med16	Med23
Med26	Med23
Zfhx3	Med23
Epas1	Med26
Med13l	Med26
Haus7	Med6
Med13l	Med6
Srebf2	Med6
Msl2	Megf10
Pdzrn3	Mei1
Lmnb1	Melk
Alk	Mep1b
Fn1	Mep1b
Alk	Mertk
Axl	Mertk
Btk	Mertk
Ddr1	Mertk
Fes	Mertk
Fgfr1	Mertk
Fgfr2	Mertk
Flt4	Mertk
Kit	Mertk
Matk	Mertk
Ntrk1	Mertk
Ret	Mertk
Tec	Mertk
Txk	Mertk
Acbd3	Mesdc2
Uggt1	Mesdc2
Ada	Mettl1
Bccip	Mettl1
3110082I17Rik	Mettl1
Ctps2	Mettl1
Dkc1	Mettl1
Elp2	Mettl1
Polr3h	Mettl1
Ppp6r3	Mettl1
Prmt1	Mettl1
Rbm8a	Mettl1
Rpia	Mettl1
Rsl1d1	Mettl1
Trmt11	Mettl1
Wdr12	Mettl1
Smad4	Mfn2
Tchp	Mfn2
Lrsam1	Mgat4b
Dhx57	Mgat5b
Stk16	Mgat5b
Mib1	Mib2
AI314180	3110002H16Rik
Mon1b	3110002H16Rik
Psmc3	3110002H16Rik
Rab10	Mical1
Plxna2	Mical2
Ckmt2	Mical3
Kif5a	Mical3
Lsm14b	Mical3
Mark3	Mical3
Mical2	Mical3
Ncam2	Mical3
Plxna2	Mical3
Stmn3	Mical3
Capn3	Micu1
Capn6	Micu1
Dip2b	Micu1
Fto	Micu1
Ina	Micu1
Slc12a5	Micu3
Hdac3	Mier1
Depdc5	Mios
Iqsec1	Mios
9430020K01Rik	Mios
Rsrc2	Mios
Seh1l	Mios
Spats2	Mios
Szt2	Mios
Tprkb	Mios
Ttc7	Mios
Wdr59	Mios
G2e3	Mis18bp1
Spag5	Mis18bp1
Stil	Mis18bp1
Irx1	Mkx
Atp9a	Mlec
Casp6	Mlec
Rpl22	Mlec
Phldb1	Mlf2
Folr2	Mlkl
Pgam5	Mlkl
Col4a2	Mmp2
Col5a1	Mmp2
Il1b	Mmp2
Serpinh1	Mmp2
Ep300	Mn1
Mon1a	Mon1b
Rbp2	Morc2a
Spta1	Morc2a
Dhx8	Mov10
Rbm25	Mov10
1110037F02Rik	Mov10
Mov10	Mov10l1
Tdrd1	Mov10l1
Gucy1b3	Mpdz
Pip4k2b	Mpp6
Gucy1b3	Mpp7
Mpp4	Mpp7
Ido1	Mppe1
Pgap3	Mppe1
Btk	Mrc1
Fbn1	Mrc2
Pax2	Mrc2
Msh6	Mre11a
Abi1	Mrfap1
Abi2	Mrfap1
Mrpl10	Mrpl1
Mrpl34	Mrpl1
Mrps12	Mrpl1
Mrps18a	Mrpl1
Mrps12	Mrpl10
Mrpl38	Mrpl11
Mrps18a	Mrpl11
Mrps2	Mrpl11
Mrpl14	Mrpl12
Mrpl19	Mrpl12
Mrpl2	Mrpl12
Mrpl48	Mrpl12
Mrpl14	Mrpl13
Mrpl15	Mrpl13
Mrpl45	Mrpl13
Mrpl1	Mrpl14
Mrpl15	Mrpl14
Mrpl18	Mrpl14
Mrpl3	Mrpl14
Mrpl34	Mrpl14
Mrpl38	Mrpl14
Mrpl45	Mrpl14
Mrpl48	Mrpl14
Mrpl53	Mrpl14
Mrpl55	Mrpl14
Mrpl9	Mrpl14
Mrps12	Mrpl14
Mrps18a	Mrpl14
Mrps2	Mrpl14
Mrpl34	Mrpl15
Mrpl10	Mrpl16
Mrpl34	Mrpl16
Mterf4	Mrpl16
Mrpl30	Mrpl17
Mrpl47	Mrpl17
Mrpl10	Mrpl18
Mrpl16	Mrpl18
Mrps12	Mrpl18
Mrpl10	Mrpl19
Mrpl14	Mrpl19
Mrpl15	Mrpl19
Mrpl34	Mrpl19
Mrpl50	Mrpl19
Mrps18a	Mrpl19
Mrps30	Mrpl19
Mrps36	Mrpl19
Mrpl1	Mrpl2
Mrpl10	Mrpl2
Mrpl11	Mrpl2
Mrpl14	Mrpl2
Mrpl16	Mrpl2
Mrpl3	Mrpl2
Mrpl34	Mrpl2
Mrpl37	Mrpl2
Mrpl45	Mrpl2
Mrpl48	Mrpl2
Mrpl50	Mrpl2
Mrpl55	Mrpl2
Mrps12	Mrpl2
Mrps2	Mrpl2
Mrps30	Mrpl2
Mrps36	Mrpl2
Mrpl47	Mrpl28
Mrpl54	Mrpl28
Mrps18a	Mrpl28
Mrps7	Mrpl28
Oxa1l	Mrpl28
Traf4	Mrpl28
Mrpl10	Mrpl3
Mrpl48	Mrpl3
Mrpl9	Mrpl3
Mrps18a	Mrpl3
Mrps2	Mrpl3
Mrpl28	Mrpl30
Mrpl47	Mrpl30
Mrps18a	Mrpl30
Mrps26	Mrpl30
Mrps7	Mrpl30
Mrpl2	Mrpl32
Mrpl34	Mrpl32
Mrpl55	Mrpl32
Mrps2	Mrpl32
Mterf4	Mrpl32
Mrpl10	Mrpl34
Mrpl37	Mrpl34
Mrpl48	Mrpl34
Mrps18a	Mrpl34
Mrps2	Mrpl34
Mrpl38	Mrpl37
Mrpl50	Mrpl37
Mrpl10	Mrpl38
Mrpl34	Mrpl39
Mrpl46	Mrpl39
Mrpl50	Mrpl39
Mrps36	Mrpl39
Mrpl10	Mrpl40
Mrpl12	Mrpl40
Mrpl14	Mrpl40
Mrpl19	Mrpl40
Mrpl32	Mrpl40
Mrpl34	Mrpl40
Mrpl37	Mrpl40
Mrpl38	Mrpl40
Mrpl49	Mrpl40
Mrps18a	Mrpl40
Mrpl10	Mrpl45
Mrpl18	Mrpl45
Mrpl3	Mrpl45
Mrpl34	Mrpl45
Mrpl48	Mrpl45
Mrpl50	Mrpl45
Mrpl55	Mrpl45
Mrps18a	Mrpl45
Mrpl1	Mrpl46
Mrpl12	Mrpl46
Mrpl14	Mrpl46
Mrpl2	Mrpl46
Mrpl3	Mrpl46
Mrpl34	Mrpl46
Mrpl45	Mrpl46
Mrpl50	Mrpl46
Mrps18b	Mrpl46
Mrps30	Mrpl46
Mrps36	Mrpl46
Tsfm	Mrpl46
Mrps26	Mrpl47
Mrps7	Mrpl47
Mrpl10	Mrpl49
Mrpl34	Mrpl49
Mrpl38	Mrpl49
Mrps18a	Mrpl49
Mrps2	Mrpl49
Mrpl10	Mrpl53
Mrpl16	Mrpl53
Mrpl50	Mrpl53
Mrps12	Mrpl53
Lyrm2	Mrpl54
Mrps26	Mrpl54
Mrpl10	Mrpl55
Mrpl11	Mrpl55
Mrpl18	Mrpl55
Mrpl3	Mrpl55
Mrpl34	Mrpl55
Mrpl37	Mrpl55
Mrpl49	Mrpl55
Mrpl50	Mrpl55
Mrpl9	Mrpl55
Mrps18a	Mrpl55
Mrps2	Mrpl55
Mrpl10	Mrpl9
Mrpl34	Mrpl9
Mrpl37	Mrpl9
Mrps12	Mrpl9
Mrps18a	Mrpl9
Mterf4	Mrpl9
Ttll2	Mrpl9
Mrpl10	Mrps18a
Mrpl37	Mrps18a
Mrpl47	Mrps18a
Mrps2	Mrps18a
Mrps7	Mrps18a
Mrpl37	Mrps18b
Mrps27	Mrps18b
Mrpl50	Mrps2
Mrps12	Mrps2
Nedd1	Mrps26
Tfb2m	Mrps26
Mrpl1	Mrps30
Mrpl3	Mrps30
Mrpl34	Mrps30
Mrpl50	Mrps30
Mrpl55	Mrps30
Mrps36	Mrps30
Tsfm	Mrps30
Pla2g7	Mrps31
Fn1	Mrps34
Cep250	Mrps35
Mrpl10	Mrps36
Mrpl34	Mrps36
Mrpl37	Mrps36
Mrpl48	Mrps36
Mrps18a	Mrps36
Mrps18a	Mrps5
Mrps7	Mrps5
Tfb2m	Mrps7
Ctps	Mrto4
Diexf	Mrto4
Eif5b	Mrto4
Isg20l2	Mrto4
Mybbp1a	Mrto4
Nop14	Mrto4
Nop58	Mrto4
Polr1e	Mrto4
Polr2e	Mrto4
Polr3k	Mrto4
Rpp30	Mrto4
Rrp1	Mrto4
Rrp12	Mrto4
Uckl1	Mrto4
Utp11l	Mrto4
Utp14b	Mrto4
Utp18	Mrto4
Wdr43	Mrto4
Zcchc7	Mrto4
Cdh1	Msantd3
Vstm2a	Msantd3
Blm	Msh6
Rfc1	Msh6
Epb4.1l4a	Msl3
Hmgn3	Msl3
Ice2	Msl3
Ippk	Msl3
1200014J11Rik	Msl3
Rnf169	Msl3
Alk	Mst1r
Ephb3	Mst1r
Erbb3	Mst1r
Fes	Mst1r
Fgfr1	Mst1r
Fgfr2	Mst1r
Kit	Mst1r
Matk	Mst1r
Mertk	Mst1r
Ret	Mst1r
Hoxa2	Msx2
Hoxb4	Msx2
Nkx3-1	Msx2
Nid2	Mt2
Ier5	Mtcl1
Cep250	Mtmr1
Cep162	Mtmr3
Fbf1	Mtmr3
Mtmr3	Mtmr4
Mtmr6	Mtmr4
Ankib1	Mtmr6
Drosha	Mtmr6
Helz2	Mtmr6
Kmt2b	Mtmr6
Mtmr3	Mtmr6
Smo	Mtmr6
Trib3	Mtmr6
Mtmr3	Mtmr7
Mtmr4	Mtmr7
Mtmr6	Mtmr7
Atxn10	Mtor
Cfp	Mtor
Fbp2	Mtor
Tpcn2	Mtor
Tbkbp1	Mtpap
Capzb	Mtpn
Hnf4a	Muc19
Cyp2j5	Mug2
Plg	Mug2
Map4k4	Mvb12a
Fdps	Mvd
Fto	Mvd
Gns	Mvd
Pepd	Mvd
Rps6ka1	Mvd
Obfc1	Mvp
Ercc3	Mxi1
Psmc3	Mxi1
Ctps	Mybbp1a
Nop58	Mybbp1a
Polr3b	Mybbp1a
Rpp30	Mybbp1a
Utp18	Mybbp1a
Spta1	Mybl2
Ampd1	Mybpc2
Pcdh12	Mybpc2
Cbx4	Mycbp2
Kdm3a	Mycbp2
Smarca4	Myef2
Krt4	Myh1
Pms2	Myh1
Ryr1	Myh1
Tnni2	Myh1
Xirp2	Myh1
Myh11	Myh14
Myh8	Myh7
Psmd4	Myh7
Tulp3	Myh7
Myh11	Myh8
Eif2b5	Myl6b
Irf3	Myl6b
Ldlr	Mylip
Vldlr	Mylip
Gli1	Mynn
Gli2	Mynn
Snai1	Mynn
Zbtb14	Mynn
Zbtb17	Mynn
Zbtb48	Mynn
Zfp27	Mynn
Zfp37	Mynn
Zfp62	Mynn
Zfp92	Mynn
Zfp93	Mynn
Zfp281	Mynn
Zfp423	Mynn
Zfp932	Mynn
Zfp568	Mynn
Zfp667	Mynn
Zfp710	Mynn
Zfp746	Mynn
Zfp770	Mynn
Zfp128	Mynn
Eps8	Myo15
Cdc42bpa	Myo18a
Lurap1	Myo18a
Zfyve16	Myo18a
Myo3a	Myo1c
Myo6	Myo1c
Cd247	Myo1g
Rgag1	Myo1g
Myo6	Myo3a
Mlph	Myo5a
Myh11	Myo5a
Myh14	Myo5a
Myh8	Myo5a
Tmf1	Myo5a
Stat1	Myo6
Itgb5	Myo7a
Ier5	Myo9a
Setd2	Myo9a
Klhl41	Myom1
Lmod3	Myom1
Sgca	Myom1
Tcea3	Myom1
Tnni2	Myom1
Flnc	Myoz1
Ryr1	Mypn
Smyd1	Mypn
Ncor1	N4bp2l2
Rpl7a	Naa35
Top1	Naa35
Slc22a1	Naca
Usp19	Nadsyn1
Capn2	Nae1
Scrn1	Nagk
Casp9	Naip1
Cacna1a	Nalcn
Cacna1b	Nalcn
Scn1a	Nalcn
Scn9a	Nalcn
Gnai2	Nans
Mthfd1	Nans
Mars	Nars2
Sdcbp	Nars2
Ehbp1	Nav3
Specc1l	Nav3
Lhcgr	Nbeal2
Atm	Nbn
Blm	Nbn
Fancd2	Nbn
Mcph1	Nbn
Msh6	Nbn
Rbbp8	Nbn
Rfc1	Nbn
Rrm2b	Nbn
Topbp1	Nbn
Tuba4a	Ncald
Tubb5	Ncald
Aspm	Ncapd2
Ncapg2	Ncapd2
Ncaph	Ncapd2
Pitpna	Ncapd2
Sbf1	Ncapd2
Smc2	Ncapd2
Smc4	Ncapd2
Ugdh	Ncapd2
Asprv1	Ncapd3
Dsc1	Ncapd3
Ncapg2	Ncapd3
Plk4	Ncapg2
Cenpe	Ncaph
Kif23	Ncaph
Mki67	Ncaph
Ncapd3	Ncaph
Ncapg2	Ncaph
Plk4	Ncaph
Atxn2	Ncbp1
Eif4e	Ncbp1
Hnrnpa2b1	Ncbp1
Ncl	Ncbp1
Rpl13a	Ncbp1
Rpl26	Ncbp1
Rplp0	Ncbp1
Rps3a1	Ncbp1
Rps4x	Ncbp1
Serpine2	Ncbp1
Ybx1	Ncbp1
Crnkl1	Ncbp2
Cwc22	Ncbp2
Htatsf1	Ncbp2
Prpf3	Ncbp2
Slu7	Ncbp2
Snrnp200	Ncbp2
Srsf2	Ncbp2
Thoc1	Ncbp2
Ippk	1200014J11Rik
Mapkapk5	1200014J11Rik
Fkbp10	Nceh1
Fut11	Nceh1
Hexa	Nceh1
P4htm	Nceh1
Capn5	Ncf4
Itgb2	Ncf4
Map2k6	Ncf4
Samsn1	Ncf4
Atp2a3	Nck1
Nedd9	Nck1
Scarf2	Nck1
Sepn1	Nck1
Arhgap42	Nck2
Syngap1	Nck2
Pkp4	Nckap5l
Dhx9	Ncl
Esrra	Ncoa1
Nr2f6	Ncoa1
Nr1h2	Ncoa2
Slc30a9	Ncoa2
Focad	Ncoa3
Nr1d2	Ncoa5
Syt16	Ncoa5
Tbc1d2b	Ncoa5
Arnt	Ncor1
Ep300	Ncor1
Fos	Ncor1
Hoxa10	Ncor1
Mga	Ncor1
Rb1	Ncor1
Tbx2	Ncor1
Tead1	Ncor1
Tfdp1	Ncor1
Atxn1l	Ncor2
Bach2	Ncor2
Cir1	Ncor2
Clk3	Ncor2
Helz	Ncor2
Sap30	Ncor2
Tnip2	Ncor2
Srp68	Ncs1
Npr1	Ncstn
Bub1	Ndc80
Cenpe	Ndc80
Cenpi	Ndc80
Krt6a	Ndc80
Zw10	Ndc80
Zwilch	Ndc80
Apc	Ndel1
Nup85	Ndel1
Map2k6	Ndrg1
Nt5c3b	Ndrg1
Ptgds	Ndrg1
Tmsb4x	Ndrg1
Tpm2	Ndrg2
Cox5a	Ndufa10
Ndufb6	Ndufa10
Uqcr10	Ndufa10
Atp5k	Ndufa12
Cox5a	Ndufa12
Cycs	Ndufa12
Ndufa4	Ndufa12
Ndufs6	Ndufa12
Uqcrh	Ndufa12
Atp5l	Ndufa2
Ndufa12	Ndufa2
Ndufv1	Ndufa2
Cox7a2	Ndufa3
Cox7c	Ndufa4
Mdh2	Ndufa4
Slc25a4	Ndufa4
Cox7a2	Ndufa5
Idh3g	Ndufa5
Mdh2	Ndufa5
Cisd1	Ndufa6
Cox6b1	Ndufa6
Cox7a2	Ndufa6
Ndufa12	Ndufa6
Ndufb6	Ndufa6
Park7	Ndufa6
Sdhb	Ndufa6
Cox7a2	Ndufa7
Dld	Ndufa7
Ndufa12	Ndufa7
Ndufb5	Ndufa7
Usmg5	Ndufa7
Atp5d	Ndufa8
Atp5j	Ndufa8
Chchd3	Ndufa8
Coq9	Ndufa8
Ndufa12	Ndufa8
Apool	Ndufa9
Dnaja3	Ndufa9
Gba2	Ndufa9
Ndufb5	Ndufa9
Aco2	Ndufab1
Atp5c1	Ndufab1
Atp5j2	Ndufab1
Atp5l	Ndufab1
Idh3g	Ndufab1
Mdh2	Ndufab1
Ndufa12	Ndufab1
Pdha1	Ndufab1
Atp5d	Ndufb10
Atp5e	Ndufb10
Atp5k	Ndufb10
Cox4i1	Ndufb10
Cox6c	Ndufb10
Cox7a2	Ndufb10
Dlst	Ndufb10
Fbn2	Ndufb10
Ndufb5	Ndufb10
Ndufb7	Ndufb10
Atp5a1	Ndufb5
Atp5k	Ndufb5
Atp5j2	Ndufb5
Coq9	Ndufb5
Cox4i1	Ndufb5
Cox6b1	Ndufb5
Cycs	Ndufb5
Mdh2	Ndufb5
Ndufa10	Ndufb5
Ndufa2	Ndufb5
Ndufa5	Ndufb5
Ndufb4	Ndufb5
Ndufb6	Ndufb5
Ndufs1	Ndufb5
Ndufs5	Ndufb5
Ndufs6	Ndufb5
Ndufv1	Ndufb5
Ndufv3	Ndufb5
Park7	Ndufb5
Sdhb	Ndufb5
Atp5k	Ndufb6
Atp5j2	Ndufb6
Cox4i1	Ndufb6
Cox6b1	Ndufb6
Cycs	Ndufb6
Atp5e	Ndufb7
Ndufa12	Ndufb7
Ndufb5	Ndufb7
Pdha1	Ndufb7
Usmg5	Ndufb7
Cox4i1	Ndufc2
Cox7a2	Ndufc2
Dld	Ndufc2
Atp5b	Ndufs1
Atp5e	Ndufs1
Atp5j	Ndufs1
Cox5a	Ndufs1
Dlat	Ndufs1
Ndufa12	Ndufs1
Ndufb6	Ndufs1
Chchd6	Ndufs2
Cox4i1	Ndufs2
Cox5a	Ndufs2
Ldhb	Ndufs2
Atp5a1	Ndufs3
Chchd3	Ndufs3
Cox5a	Ndufs3
Cox7a2	Ndufs3
Dlst	Ndufs3
Mdh2	Ndufs3
Ndufb5	Ndufs3
Ndufb6	Ndufs3
Usmg5	Ndufs3
Ndufa12	Ndufs4
Vdac3	Ndufs4
Atp5k	Ndufs5
Gnao1	Ndufs5
Ndufa12	Ndufs5
Negr1	Ndufs5
Prnp	Ndufs5
Dld	Ndufs6
Atp5e	Ndufs7
Atp5j2	Ndufs7
Chchd3	Ndufs7
Ndufb6	Ndufs7
Atp5c1	Ndufv1
Atp5e	Ndufv1
Ndufa12	Ndufv1
Chchd3	Ndufv2
Cycs	Ndufv2
Ndufa12	Ndufv2
Ndufb5	Ndufv2
Vdac3	Ndufv2
Atp5j2	Ndufv3
Ndufa12	Ndufv3
Usmg5	Ndufv3
Mt2	Nebl
Nid2	Nebl
Ppp1r12b	Nebl
Rin1	Nebl
Eps15	Necap1
Ap1g1	Necap2
Eps15	Necap2
Mea1	Necap2
Tubgcp6	Nedd1
Prr16	Nedd4
Lancl1	Negr1
Cep162	Nek4
Fbf1	Nek4
Mtmr3	Nek4
Chek1	Nek7
Ints1	Nelfa
Nelfe	Nelfa
Polr2a	Nelfa
Edc4	Nelfb
Nelfe	Nelfcd
Polr2a	Nelfe
Apob	Nell1
Ptprf	Nell1
Nploc4	Nemf
Akap13	Net1
Arhgap10	Net1
Arhgap23	Net1
Arhgap30	Net1
Arhgef10	Net1
Arhgef12	Net1
Arhgef17	Net1
Arhgef18	Net1
Arhgef28	Net1
Plekhg6	Net1
Rapgef5	Net1
Rapgefl1	Net1
Birc6	Nf1
Ezr	Nf2
Lin7c	Nf2
Rb1	Nfix
Gtf3c1	Nfkb2
Polrmt	Nfkb2
Ppp6r2	Nfkb2
Tnip2	Nfkb2
Kctd7	Nfkbiz
Tdrd6	Nfkbiz
Ndor1	Nfx1
Parp1	Nfyb
Stat3	Nfyb
Akap13	Ngef
Arhgap42	Ngef
Arhgef19	Ngef
Fcho2	Ngef
Prickle2	Ngef
Glg1	Ngly1
Itm2b	Ngly1
Ldlr	Ngly1
Rabgap1	Ngly1
Sec62	Ngly1
Tmem38b	Ngly1
Fga	Nid1
2510003E04Rik	Nif3l1
Tceanc	Ninl
Mtap7d3	Nipbl
Rgs2	Nipsnap1
Sirt7	Nkrf
Hoxa4	Nkx3-1
Hoxb4	Nkx3-1
Dbx1	Nkx6-3
Hoxa4	Nkx6-3
Hoxb4	Nkx6-3
Ctps2	Nle1
Dhx15	Nle1
Polr1c	Nle1
Rsl1d1	Nle1
Etl4	Nlrp14
Armcx3	Nlrp5
Zcchc11	Nlrx1
Idh1	Nme2
Nme2	Nme3
Casd1	Nmnat3
Rps5	Nob1
Ctps2	Noc2l
Abce1	Noc3l
Cebpz	Noc3l
Ctps	Noc3l
Esf1	Noc3l
Gnl3	Noc3l
Hgh1	Noc3l
Lsg1	Noc3l
Nop14	Noc3l
Nsun2	Noc3l
Pwp2	Noc3l
Rbm28	Noc3l
Sdad1	Noc3l
D2Wsu81e	Noc3l
Surf6	Noc3l
Trmt1	Noc3l
Ttc4	Noc3l
Wdr43	Noc3l
Casp8	Nod1
Naprt	Nol3
Drap1	Nol7
Epb4.1l4a	Nol7
Kdm4d	Nol7
Mapkapk5	Nol7
Prr15	Nol7
Las1l	Nol9
Rbm14	Nono
Abce1	Nop14
Cebpz	Nop14
Ctps	Nop14
Dcaf13	Nop14
Ddx17	Nop14
Dhodh	Nop14
Diexf	Nop14
Gnl3	Nop14
Hgh1	Nop14
