interactor_A	interactor_B	confidence_value
Ywhae	Rbm39	0.34505215
Ywhae	Sec63	0.34505215
Hsd3b7	Sec63	0.34505215
Ywhae	Dnah5	0.34505215
Trpm7	Dnah5	0.34505215
Ywhae	Amot	0.34505215
Pgls	Amot	0.34505215
Ywhae	Wasf3	0.34505215
Ywhae	Mark1	0.34505215
Meioc	Mark1	0.34505215
Ago2	Dhx36	0.34505215
Hmga2	Dhx36	0.34505215
Lin28a	Dhx36	0.34505215
Ywhae	Setd7	0.34505215
Ywhae	Hnrnpr	0.34505215
Xpo7	Adgrv1	0.34505215
Ywhae	Serpinb9g	0.34505215
Gm10681	Acot11	0.34505215
Hsd3b4	Acot11	0.34505215
Ywhae	Acot11	0.34505215
Zfpm1	Gatad2b	0.34505215
Tbx5	Gatad2b	0.34505215
Nanog	Gatad2b	0.34505215
Ywhae	Gatad2b	0.34505215
Tnik	Gatad2b	0.34505215
Zbtb7a	Gatad2b	0.34505215
Iqcb1	Flnc	0.34505215
Cav3	Flnc	0.34505215
Rpgrip1l	Flnc	0.34505215
Grin1	Flnc	0.34505215
Ywhae	Flnc	0.34505215
Snta1	Flnc	0.34505215
Kcnq1	Flnc	0.34505215
Ywhae	Cspg4	0.34505215
Hmga2	Imp4	0.34505215
Tfcp2l1	Satb2	0.34505215
Tfcp2l1	Taf9	0.34505215
Tfcp2l1	Ak6	0.34505215
Nanog	Taf9	0.34505215
Nanog	Ak6	0.34505215
Ywhae	Pxn	0.34505215
Gm10681	Pxn	0.34505215
Pgls	Pxn	0.34505215
Hsd3b4	Pxn	0.34505215
Cyfip1	Ipo4	0.34505215
Ywhae	Ipo4	0.34505215
Ywhah	Noc3l	0.34505215
Ywhae	Noc3l	0.34505215
Pgls	Commd1	0.34505215
Ywhae	Commd1	0.34505215
Ywhae	Sfpq	0.34505215
Dsp	Sfpq	0.34505215
Tsc1	Sfpq	0.34505215
Ryr2	Sfpq	0.34505215
Gm10681	Bsnd	0.34505215
Hsd3b4	Bsnd	0.34505215
Ywhae	Irgq	0.34505215
Ywhae	Ciapin1	0.34505215
Kat5	Ciapin1	0.34505215
Ywhah	Ciapin1	0.34505215
Ywhae	Wdr13	0.34505215
Hsd3b4	Acot7	0.34505215
Sod1	Acot7	0.34505215
Ywhae	Acot7	0.34505215
Dlg4	Acot7	0.34505215
Gm10681	Acot7	0.34505215
Pex5l	Slc12a5	0.34505215
Ywhab	Slc12a5	0.34505215
Rab1b	Slc12a5	0.34505215
Dlg4	Slc12a5	0.34505215
Ywhae	Slc12a5	0.34505215
Clstn1	Slc12a5	0.34505215
B9d1	Abca7	0.34505215
Dlg4	Rab14	0.34505215
Ywhaz	Rab14	0.34505215
Clstn1	Rab14	0.34505215
Pgls	Rab14	0.34505215
Xpo7	Rab14	0.34505215
Tsc1	Rab14	0.34505215
Hsd3b7	Rab14	0.34505215
Ywhae	Rab14	0.34505215
Hsd3b4	Rab14	0.34505215
Rpgrip1l	Rab14	0.34505215
Gm10681	Rab14	0.34505215
Pgls	Rps5	0.34505215
Hsd3b4	Rps5	0.34505215
Ago2	Rps5	0.34505215
Hsd3b7	Rps5	0.34505215
Ywhaz	Rps5	0.34505215
Gm10681	Rps5	0.34505215
Ywhae	Rps5	0.34505215
Pdha1	Sfxn3	0.34505215
Ywhaz	Sfxn3	0.34505215
Dlst	Sfxn3	0.34505215
Grid2	Sfxn3	0.34505215
Ywhab	Sfxn3	0.34505215
Ywhae	Isoc1	0.34505215
Ywhae	4931406C07Rik	0.34505215
Pgls	4931406C07Rik	0.34505215
Hsd3b4	4931406C07Rik	0.34505215
Gm10681	4931406C07Rik	0.34505215
Ywhae	S100a1	0.34505215
Ywhae	Rbm42	0.34505215
Ywhae	Ppp2r5d	0.34505215
Gm10681	Acly	0.34505215
Ywhaz	Acly	0.34505215
Pgls	Acly	0.34505215
Ywhab	Acly	0.34505215
Hsd3b4	Acly	0.34505215
Ywhae	Acly	0.34505215
Gm10681	Acsm1	0.34505215
Ywhae	Acsm1	0.34505215
Pgls	Acsm1	0.34505215
Hsd3b4	Acsm1	0.34505215
Ywhae	Poldip2	0.34505215
Ywhab	Idh3b	0.34505215
Grid2	Idh3b	0.34505215
Gm10681	Idh3b	0.34505215
Cav3	Idh3b	0.34505215
Cenpc1	Idh3b	0.34505215
Atp1b1	Idh3b	0.34505215
Ywhae	Idh3b	0.34505215
Hsd3b4	Idh3b	0.34505215
Dnajc11	Hba-a1	0.34505215
Dnajc11	Hba-a2	0.34505215
Ywhaz	Hba-a1	0.34505215
Ywhaz	Hba-a2	0.34505215
Tbx5	Eif4a3	0.34505215
Xpo7	Eif4a3	0.34505215
Hmga2	Eif4a3	0.34505215
Rpgrip1l	Eif4a3	0.34505215
Ywhae	Eif4a3	0.34505215
Meikin	Eif4a3	0.34505215
Ywhae	Ppp1r14a	0.34505215
Ywhae	Ndufs1	0.34505215
Hsd3b4	Ndufs1	0.34505215
Vdac1	Ndufs1	0.34505215
Ywhaz	Ndufs1	0.34505215
Gm10681	Ndufs1	0.34505215
Ywhab	Ndufs1	0.34505215
Cox15	Ndufs1	0.34505215
Ppp1ca	Ndufs1	0.34505215
Ywhae	Nifk	0.34505215
Hmga2	Nifk	0.34505215
Pik3r1	Snx9	0.34505215
Ywhae	Snx9	0.34505215
Ywhae	Memo1	0.34505215
Ywhae	Rnh1	0.34505215
Hmga2	Rnh1	0.34505215
Rpgrip1l	Rnh1	0.34505215
Ywhae	Cavin3	0.34505215
Ezh1	Stk38	0.34505215
Eed	Stk38	0.34505215
Mtf2	Stk38	0.34505215
Jarid2	Stk38	0.34505215
Ezh2	Stk38	0.34505215
Agap2	Pqbp1	0.34505215
Atp1b1	Bzw2	0.34505215
Ywhae	Terf2ip	0.34505215
Acd	Terf2ip	0.34505215
Mycbp2	Wdr45	0.34505215
Rpgrip1l	Wdr45	0.34505215
Dmd	Rbmxl1	0.34505215
Atp1b1	Rbmxl1	0.34505215
Dnajc11	Rbmxl1	0.34505215
Ywhae	Rbmxl1	0.34505215
Pgls	Rbmxl1	0.34505215
Hsd3b7	Rbmxl1	0.34505215
Hsd3b4	Ppa2	0.34505215
Gm10681	Ppa2	0.34505215
Ywhae	Ppa2	0.34505215
Pgls	Ppa2	0.34505215
Sox2	Zfp24	0.34505215
Ywhae	Chchd6	0.34505215
Ywhab	Chchd6	0.34505215
Ywhae	Ddx41	0.34505215
Coq2	Atp5c1	0.34505215
Rpgrip1l	Atp5c1	0.34505215
Cox15	Atp5c1	0.34505215
Kcnq1	Atp5c1	0.34505215
Dlg4	Atp5c1	0.34505215
Ezh2	Atp5c1	0.34505215
Vdac1	Atp5c1	0.34505215
Ywhab	Atp5c1	0.34505215
Dlst	Atp5c1	0.34505215
Soat1	Atp5c1	0.34505215
Atp6v1a	Atp5c1	0.34505215
Hmga2	Atp5c1	0.34505215
Rd3	Atp5c1	0.34505215
Rab17	Ddx1	0.34505215
Ywhab	Ddx1	0.34505215
Nanog	Ddx1	0.34505215
Cenpc1	Ddx1	0.34505215
Abi1	Brk1	0.34505215
Ywhah	Brk1	0.34505215
Hsd3b7	Mgst1	0.34505215
Ywhae	Mgst1	0.34505215
Ywhah	Farp2	0.34505215
Hmga2	Farp2	0.34505215
Eid3	Nsmce2	0.34505215
Gm10681	Cbr4	0.34505215
Hsd3b4	Cbr4	0.34505215
Ywhae	Cbr4	0.34505215
Ywhae	Ptov1	0.34505215
Ywhae	Sh3bgrl3	0.34505215
Invs	Sh3bgrl3	0.34505215
Ywhaz	Sh3bgrl3	0.34505215
Rab38	Golga4	0.34505215
Ywhae	Ubap2	0.34505215
Fxr1	Ubap2	0.34505215
Dlg4	Nxph3	0.34505215
Ywhae	Smap1	0.34505215
Ywhah	Smap1	0.34505215
Fxr1	Tdrd3	0.34505215
Ywhae	Tdrd3	0.34505215
Tsc1	Tdrd3	0.34505215
Tnik	Tdrd3	0.34505215
Hdac4	Tdrd3	0.34505215
Pgls	Sult1a1	0.34505215
Ywhae	Usp3	0.34505215
Kcnq1	Ncoa5	0.34505215
Hmga2	Ncoa5	0.34505215
Meikin	Ncoa5	0.34505215
Ywhae	Ncoa5	0.34505215
Cenpc1	Ncoa5	0.34505215
Ywhae	Klc3	0.34505215
Ywhae	Gldc	0.34505215
Ywhae	Csde1	0.34505215
Ywhae	Cyp2c70	0.34505215
Hsd3b7	Cyp2c70	0.34505215
Ywhae	Ubl7	0.34505215
Ehd1	Epn3	0.34505215
Ehd2	Epn3	0.34505215
Ywhae	Man2c1	0.34505215
Ywhae	Txndc5	0.34505215
Ywhaz	Txndc5	0.34505215
Hsd3b7	Txndc5	0.34505215
Gm10681	Txndc5	0.34505215
Hsd3b4	Txndc5	0.34505215
Rab17	Hkdc1	0.34505215
Sall4	Cxxc5	0.34505215
Nanog	Cxxc5	0.34505215
Ywhab	Acsl6	0.34505215
Atp6v1a	Acsl6	0.34505215
Ywhae	Acsl6	0.34505215
Rab5c	Ndufs2	0.34505215
Atp1b1	Ndufs2	0.34505215
Kcnq1	Ndufs2	0.34505215
Hsd3b4	Ndufs2	0.34505215
Rab6a	Ndufs2	0.34505215
Gm10681	Ndufs2	0.34505215
Rab4a	Ndufs2	0.34505215
Cav3	Ndufs2	0.34505215
Dlg4	Ndufs2	0.34505215
Ywhab	Ndufs2	0.34505215
Ppp1ca	Ndufs2	0.34505215
Ywhaz	Ndufs2	0.34505215
Rab32	Ndufs2	0.34505215
Ywhae	Ndufs2	0.34505215
Snta1	Ndufs2	0.34505215
Hmga2	Cdkal1	0.34505215
Rab32	Fig4	0.34505215
Gm10681	Ces2c	0.34505215
Ywhaz	Ces2c	0.34505215
Hsd3b7	Ces2c	0.34505215
Ywhae	Ces2c	0.34505215
Hsd3b4	Ces2c	0.34505215
Rpgrip1l	Rabep2	0.34505215
Pde4dip	Rabep2	0.34505215
Ywhae	Elp2	0.34505215
Ywhae	Gne	0.34505215
Dlg4	Atp4a	0.34505215
Hdac4	Spats2l	0.34505215
Ywhae	Fubp1	0.34505215
Ywhae	Spryd4	0.34505215
Xpo7	Eif3h	0.34505215
Ryr2	Eif3h	0.34505215
Ywhaz	Eif3h	0.34505215
Pgls	Eif3h	0.34505215
Hsd3b7	Eif3h	0.34505215
Kcnq1	Eif3h	0.34505215
Ywhae	Eif3h	0.34505215
Dmd	Eif3h	0.34505215
Hsd3b4	Gcsh	0.34505215
Ywhae	Gcsh	0.34505215
Gm10681	Gcsh	0.34505215
Asf1a	Strbp	0.34505215
Hdac4	Strbp	0.34505215
Ywhae	Strbp	0.34505215
Ywhae	Hdhd5	0.34505215
Ywhae	Rrp9	0.34505215
Ywhah	Rrp9	0.34505215
H3c14	Dnajc9	0.34505215
H3c4	Dnajc9	0.34505215
H3c15	Dnajc9	0.34505215
Hmga2	Dnajc9	0.34505215
H3c7	Dnajc9	0.34505215
H3c3	Dnajc9	0.34505215
H3c13	Dnajc9	0.34505215
H3c6	Dnajc9	0.34505215
H3c2	Dnajc9	0.34505215
Fxr1	Dnajc9	0.34505215
Pgls	Yars	0.34505215
Ywhae	Yars	0.34505215
Hsd3b7	Cisd1	0.34505215
Ywhae	Cisd1	0.34505215
Hsd3b4	Cisd1	0.34505215
Gm10681	Cisd1	0.34505215
Ywhae	Akr1c14	0.34505215
Pgls	Akr1c14	0.34505215
Ywhae	Rbm47	0.34505215
Hsd3b4	Rbm47	0.34505215
Gm10681	Rbm47	0.34505215
Hsd3b7	Rbm47	0.34505215
Ywhaz	Rbm47	0.34505215
Pgls	Cbs	0.34505215
Hsd3b7	Ces1f	0.34505215
Gm10681	Ces1f	0.34505215
Ywhaz	Ces1f	0.34505215
Pgls	Ces1f	0.34505215
Ywhae	Ces1f	0.34505215
Hsd3b4	Ces1f	0.34505215
Kat2a	Dr1	0.34505215
Tada2a	Dr1	0.34505215
Ywhaz	Slc3a1	0.34505215
Gm10681	Slc3a1	0.34505215
Hsd3b4	Slc3a1	0.34505215
Ywhae	Ash2l	0.34505215
Tfcp2l1	Ash2l	0.34505215
Cebpa	Ash2l	0.34505215
Hsd3b7	Baat	0.34505215
Ywhae	Baat	0.34505215
Pgls	Baat	0.34505215
Hcn1	Sh3d19	0.34505215
Pgls	Gckr	0.34505215
Ywhae	Dcxr	0.34505215
Pgls	Dcxr	0.34505215
Pgls	Hpx	0.34505215
Ywhae	Hpx	0.34505215
Hsd3b7	Hpx	0.34505215
Ywhae	Nt5dc2	0.34505215
Lrrk2	Erlin1	0.34505215
Pgls	Mat1a	0.34505215
Ywhae	Mat1a	0.34505215
Mid1ip1	Mat1a	0.34505215
Ywhaz	Qprt	0.34505215
Hsd3b7	Qprt	0.34505215
Pgls	Qprt	0.34505215
Ywhae	Qprt	0.34505215
Rab1a	Rabif	0.34505215
Ywhae	Ncald	0.34505215
Ywhaz	Ncald	0.34505215
Dlg4	Ncald	0.34505215
Hmga2	Yif1a	0.34505215
Pgls	Dap	0.34505215
Ywhae	Dap	0.34505215
Pgls	Ftcd	0.34505215
Ywhae	Vps36	0.34505215
Hsd3b7	Creld1	0.34505215
Ywhae	Creld1	0.34505215
Hsd3b4	Glyat	0.34505215
Ywhae	Glyat	0.34505215
Gm10681	Glyat	0.34505215
Gm10681	Acy3	0.34505215
Ywhae	Acy3	0.34505215
Pgls	Acy3	0.34505215
Ywhaz	Acy3	0.34505215
Hsd3b4	Acy3	0.34505215
Ywhae	Osbpl1a	0.34505215
Pgls	Osbpl1a	0.34505215
Mycbp2	Dlg2	0.34505215
Tnik	Dlg2	0.34505215
Ywhab	Dlg2	0.34505215
Cyfip1	Dlg2	0.34505215
Dlgap1	Dlg2	0.34505215
Kalrn	Dlg2	0.34505215
Cnksr2	Dlg2	0.34505215
Ywhae	Wrnip1	0.34505215
Hdac4	Wrnip1	0.34505215
Pgls	Wrnip1	0.34505215
Shank3	Pip4k2c	0.34505215
Ywhae	Pip4k2c	0.34505215
Ywhah	Pip4k2c	0.34505215
Shank3	Basp1	0.34505215
Dnajc11	Basp1	0.34505215
Ywhab	Basp1	0.34505215
Ywhae	Basp1	0.34505215
Ywhah	Basp1	0.34505215
Rab17	Brdt	0.34505215
Rac1	Mapk8	0.34505215
Ctnnb1	Mapk8	0.34505215
Prkce	Mapk8	0.34505215
Gm10681	Aldob	0.34505215
Hsd3b4	Aldob	0.34505215
Hsd3b7	Aldob	0.34505215
Ywhaz	Aldob	0.34505215
Pgls	Aldob	0.34505215
Ywhae	Aldob	0.34505215
Tnrc6a	Dcp1a	0.34505215
Hdac4	Dcp1a	0.34505215
Ppp1ca	Dcp1a	0.34505215
Ywhae	Vill	0.34505215
Hsd3b4	Vill	0.34505215
Gm10681	Vill	0.34505215
Ywhae	Rbm5	0.34505215
Ywhae	Synpo2	0.34505215
Ywhae	Atl3	0.34505215
Lamp1	Atp6v1b1	0.34505215
Ywhaz	Atp6v1b1	0.34505215
Ctsb	Atp6v1b1	0.34505215
Pgls	Asl	0.34505215
Ywhae	Asl	0.34505215
Atg16l1	Atg13	0.34505215
Insr	Arrb2	0.34505215
Akt1	Arrb2	0.34505215
Ywhae	Snx4	0.34505215
Ywhaz	Snx4	0.34505215
Hdac4	Mtif2	0.34505215
Ywhae	Rrp1b	0.34505215
Pgls	Rrp1b	0.34505215
Rab23	Cwh43	0.34505215
Ywhae	Arhgap35	0.34505215
Rab4a	Tbrg4	0.34505215
Rab21	Tbrg4	0.34505215
Rab19	Tbrg4	0.34505215
Rab27b	Tbrg4	0.34505215
Rab5c	Tbrg4	0.34505215
Ywhae	Tbrg4	0.34505215
Ywhae	Gtf2h2	0.34505215
Ywhah	Bag2	0.34505215
Ilk	Bag2	0.34505215
Nphp4	Bag2	0.34505215
Iqcb1	Bag2	0.34505215
Cav3	Bag2	0.34505215
Rpgrip1l	Bag2	0.34505215
Hmga2	Bag2	0.34505215
Ywhae	Bag2	0.34505215
Ywhae	Nln	0.34505215
Ywhab	Rpn1	0.34505215
Ezh2	Rpn1	0.34505215
Sting1	Rpn1	0.34505215
Mycbp2	Twf1	0.34505215
Ywhah	Twf1	0.34505215
Ywhae	Twf1	0.34505215
Ywhae	Prpf6	0.34505215
Ezh2	Prpf6	0.34505215
Tbx5	Prpf6	0.34505215
Atp1b1	Prpf6	0.34505215
Hmga2	Prpf6	0.34505215
Ywhae	Ptgr1	0.34505215
Ywhae	Klc2	0.34505215
Ywhae	Camk1	0.34505215
Ywhae	Ndufv1	0.34505215
Gm10681	Ndufv1	0.34505215
Cav3	Ndufv1	0.34505215
Ywhaz	Ndufv1	0.34505215
Atp1b1	Ndufv1	0.34505215
Kcnq1	Ndufv1	0.34505215
Snta1	Ndufv1	0.34505215
Hsd3b4	Ndufv1	0.34505215
Rpgrip1l	Ythdf2	0.34505215
Ago2	Ythdf2	0.34505215
Ywhae	Ppan	0.34505215
Ywhae	Dnajc3	0.34505215
Hsd3b7	Dnajc3	0.34505215
Hdac4	Dnajc3	0.34505215
Ywhae	Lpgat1	0.34505215
Ywhae	B4galt3	0.34505215
Rnf2	Ctbp2	0.34505215
Sox2	Ctbp2	0.34505215
Ywhae	Ptbp2	0.34505215
Hmga2	Fyttd1	0.34505215
Ywhae	Fyttd1	0.34505215
Ywhae	Grhpr	0.34505215
Pgls	Grhpr	0.34505215
Ywhaz	Grhpr	0.34505215
Hsd3b7	Grhpr	0.34505215
Herc2	Srgap2	0.34505215
Syngap1	Srgap2	0.34505215
Ywhae	Myh7	0.34505215
Hmga2	Myh7	0.34505215
Prkce	Myh7	0.34505215
Ywhae	Chil4	0.34505215
Ezh2	Pcca	0.34505215
Gm10681	Pcca	0.34505215
Ywhae	Pcca	0.34505215
Hsd3b4	Pcca	0.34505215
Ywhab	Pcca	0.34505215
Rab40c	Osr2	0.34505215
Rab22a	Eaf2	0.34505215
Ywhae	Tmlhe	0.34505215
Csf1	Celsr3	0.34505215
Ywhaz	Ugp2	0.34505215
Ywhae	Ugp2	0.34505215
Pgls	Ugp2	0.34505215
Cav3	Ugp2	0.34505215
Ywhae	Adarb1	0.34505215
Grin1	Fgd4	0.34505215
Ywhae	Dst	0.34505215
Herc2	Dst	0.34505215
Tnik	Dst	0.34505215
Rab6a	Dst	0.34505215
Mycbp2	Dst	0.34505215
Cask	Dst	0.34505215
Ywhae	Pofut1	0.34505215
Tcf4	Smarca5	0.34505215
H3c4	Smarca5	0.34505215
Hmga2	Smarca5	0.34505215
H3c14	Smarca5	0.34505215
H3c6	Smarca5	0.34505215
Pou5f1	Smarca5	0.34505215
H3c15	Smarca5	0.34505215
Sox2	Smarca5	0.34505215
Tbx5	Smarca5	0.34505215
H3c7	Smarca5	0.34505215
Tfcp2l1	Smarca5	0.34505215
Rnf2	Smarca5	0.34505215
H3c2	Smarca5	0.34505215
Ywhae	Smarca5	0.34505215
H3c3	Smarca5	0.34505215
Aicda	Smarca5	0.34505215
H3c13	Smarca5	0.34505215
Nanog	Smarca5	0.34505215
Crk	Rapgef1	0.34505215
Ywhae	Sncb	0.34505215
Kat2a	Med28	0.34505215
Tada2a	Med28	0.34505215
Ywhae	Med28	0.34505215
Ywhae	Smc1b	0.34505215
Rab3a	Chrm5	0.34505215
Ywhab	Wdr7	0.34505215
Syngap1	Wdr7	0.34505215
Pex5l	Wdr7	0.34505215
Ywhae	Wdr7	0.34505215
Dmxl2	Wdr7	0.34505215
Hsd3b7	Fads1	0.34505215
Ywhae	Fads1	0.34505215
Ywhae	Coro6	0.34505215
Ywhae	Hlcs	0.34505215
Ywhab	Brinp1	0.34505215
Agap2	Ak5	0.34505215
Ywhae	Msi2	0.34505215
Ywhaz	Msi2	0.34505215
Xpo7	Msi2	0.34505215
Hsd3b4	Msi2	0.34505215
Ppp1ca	Msi2	0.34505215
Gm10681	Msi2	0.34505215
Eed	Ivns1abp	0.34505215
Hsd3b4	Atp6v0a4	0.34505215
Ywhaz	Atp6v0a4	0.34505215
Gm10681	Atp6v0a4	0.34505215
Ywhae	Gatad1	0.34505215
Pou5f1	Brwd1	0.34505215
Rab40c	Bicd2	0.34505215
Kat2a	Med6	0.34505215
Cdk9	Med6	0.34505215
Tada2a	Med6	0.34505215
Med29	Med6	0.34505215
Tfcp2l1	Med6	0.34505215
Trpm7	Eed	0.34505215
Hmga2	Eed	0.34505215
Ywhae	Eed	0.34505215
Ezh2	Tardbp	0.34505215
Ppp1ca	Tardbp	0.34505215
Hsd3b7	Tardbp	0.34505215
Lat	Tardbp	0.34505215
Zap70	Tardbp	0.34505215
Xpo7	Tardbp	0.34505215
Ywhae	Tardbp	0.34505215
Raly	Tardbp	0.34505215
Tbx5	Tardbp	0.34505215
Ywhae	Etfdh	0.34505215
Hsd3b4	Etfdh	0.34505215
Gm10681	Etfdh	0.34505215
Ppp1ca	Etfdh	0.34505215
Ywhab	Etfdh	0.34505215
Hsd3b7	Acaa1a	0.34505215
Hsd3b4	Acaa1a	0.34505215
Ywhaz	Acaa1a	0.34505215
Rab21	Acaa1a	0.34505215
Gm10681	Acaa1a	0.34505215
Hmga2	Acaa1a	0.34505215
Ywhae	Acaa1a	0.34505215
Hmga2	Ormdl1	0.34505215
Hsd3b7	Trf	0.34505215
Gm10681	Trf	0.34505215
Ywhaz	Trf	0.34505215
Clstn1	Trf	0.34505215
Hsd3b4	Trf	0.34505215
Ywhae	Trf	0.34505215
Pgls	Trf	0.34505215
Xpo7	Exosc4	0.34505215
Ywhae	Exosc4	0.34505215
Cnksr2	Rheb	0.34505215
Cyfip1	Rheb	0.34505215
Ywhah	Ube2s	0.34505215
Hmga2	Ube2s	0.34505215
Sting1	Parp1	0.34505215
Abcf1	Parp1	0.34505215
Cdk9	Parp1	0.34505215
Ywhae	Parp1	0.34505215
Gm10681	Galnt11	0.34505215
Ywhaz	Galnt11	0.34505215
Hsd3b4	Galnt11	0.34505215
Ywhae	Sf3b3	0.34505215
Dlg4	Sf3b3	0.34505215
Kat2a	Sf3b3	0.34505215
Cyfip1	Golga2	0.34505215
Prkce	Golga2	0.34505215
Ywhae	Golga2	0.34505215
Clstn1	Golga2	0.34505215
Ywhae	Fam49b	0.34505215
Ywhah	Fam49b	0.34505215
Tsc1	Fam49b	0.34505215
Hmga2	Ddx27	0.34505215
Ywhaz	Rps13	0.34505215
Ywhae	Rps13	0.34505215
Hsd3b7	Rps13	0.34505215
Ywhae	Mef2d	0.34505215
Ywhae	Tor1aip1	0.34505215
Ywhae	Smtn	0.34505215
Nphp4	Smtn	0.34505215
Rpgrip1l	Smtn	0.34505215
Ywhae	Mgat2	0.34505215
Pgls	Cryzl1	0.34505215
Ywhae	Cryzl1	0.34505215
Ywhae	Tes	0.34505215
Hsd3b7	Pdia5	0.34505215
Ywhae	Pdia5	0.34505215
Ywhae	Macrod1	0.34505215
Ywhae	Dars	0.34505215
Cav3	Dars	0.34505215
Rab4a	Dars	0.34505215
Atp1b1	Dars	0.34505215
Ywhae	Ppp6r3	0.34505215
Xpo7	Ppp6r3	0.34505215
Sting1	Ppp6r3	0.34505215
Rpgrip1l	Ppp6r3	0.34505215
Hmga2	Mthfd1	0.34505215
Ywhaz	Mthfd1	0.34505215
Ppp1ca	Mthfd1	0.34505215
Pgls	Mthfd1	0.34505215
Hsd3b4	Mthfd1	0.34505215
Hsd3b7	Mthfd1	0.34505215
Gm10681	Mthfd1	0.34505215
Ywhae	Mthfd1	0.34505215
Pgls	Pcyt2	0.34505215
Ywhae	Pcyt2	0.34505215
Rpgrip1l	Tubb6	0.34505215
Xpo7	Tubb6	0.34505215
Nphp4	Tubb6	0.34505215
Ppp1ca	Tubb6	0.34505215
Hmga2	Tubb6	0.34505215
Ywhae	Tubb6	0.34505215
Aicda	Pdk3	0.34505215
Hmga2	Pdk3	0.34505215
Ywhae	Gmppa	0.34505215
Rab33b	Ptbp1	0.34505215
Rab18	Ptbp1	0.34505215
Ywhae	Ptbp1	0.34505215
Ywhab	Clip1	0.34505215
Ywhae	Clip1	0.34505215
Pde4dip	Clip1	0.34505215
Fxr1	Clip1	0.34505215
Sting1	Far1	0.34505215
Ywhah	Kctd10	0.34505215
Hmga2	Kctd10	0.34505215
B9d1	Kctd10	0.34505215
Ywhae	AI597479	0.34505215
Aicda	Glyr1	0.34505215
Ywhae	Glyr1	0.34505215
Ywhah	Glyr1	0.34505215
Hsd3b7	Mtarc2	0.34505215
Gm10681	Mtarc2	0.34505215
Ywhaz	Mtarc2	0.34505215
Hsd3b4	Mtarc2	0.34505215
Ywhae	Mtarc2	0.34505215
Ywhab	Mtarc2	0.34505215
Hmga2	Riok1	0.34505215
Ywhae	Pycr2	0.34505215
Hsd3b4	Lrrc59	0.34505215
Atp1b1	Lrrc59	0.34505215
Hmga2	Lrrc59	0.34505215
Ywhaz	Lrrc59	0.34505215
Hsd3b7	Lrrc59	0.34505215
Ywhab	Lrrc59	0.34505215
Ywhae	Lrrc59	0.34505215
Gm10681	Lrrc59	0.34505215
Dlg4	Pde2a	0.34505215
Ywhab	Pde2a	0.34505215
Rpgrip1l	Pde2a	0.34505215
Tnik	Kif2c	0.34505215
Cdk9	Prpf3	0.34505215
Ywhae	Prpf3	0.34505215
Ywhab	Krt5	0.34505215
Hmga2	Plrg1	0.34505215
Ywhah	Plrg1	0.34505215
Ywhae	Plrg1	0.34505215
Ywhab	Pycr1	0.34505215
Amfr	Ubxn1	0.34505215
Ywhah	Ubxn1	0.34505215
Ywhae	Ggact	0.34505215
Pgls	Ggact	0.34505215
Ywhae	Blvrb	0.34505215
Pgls	Blvrb	0.34505215
Hmga2	Sf3b5	0.34505215
Cdk9	Sf3b5	0.34505215
Ywhae	Sf3b5	0.34505215
Ywhae	Wbp11	0.34505215
Shank3	Wbp11	0.34505215
Nr1h2	Sirt1	0.34505215
Foxp3	Sirt1	0.34505215
Bcor	Sirt1	0.34505215
Rara	Sirt1	0.34505215
Nr1h3	Sirt1	0.34505215
Nfkb1	Sirt1	0.34505215
Rpgrip1l	Sirt1	0.34505215
Ywhah	Polr2h	0.34505215
Ywhae	Stard13	0.34505215
Hmga2	Camk2g	0.34505215
Agap2	Camk2g	0.34505215
Tnik	Camk2g	0.34505215
Ywhae	Camk2g	0.34505215
Tsc1	Camk2g	0.34505215
Shank3	Camk2g	0.34505215
Dlgap1	Camk2g	0.34505215
Ywhab	Camk2g	0.34505215
Kalrn	Camk2g	0.34505215
Ywhae	Tom1l1	0.34505215
Tcf4	Tcf7l2	0.34505215
Ywhae	Cic	0.34505215
Sting1	Xpo5	0.34505215
Ywhae	Med15	0.34505215
Cdk9	Med15	0.34505215
Tada2a	Med15	0.34505215
Kat2a	Med15	0.34505215
Cdk8	Med15	0.34505215
Ywhae	Wac	0.34505215
B9d1	Aipl1	0.34505215
Sall4	Mta3	0.34505215
Tfcp2l1	Mta3	0.34505215
Hopx	Mta3	0.34505215
Ywhae	Mta3	0.34505215
Meioc	Boll	0.34505215
Ywhae	Mpi	0.34505215
Rab32	Slc12a6	0.34505215
Rab6a	Slc12a6	0.34505215
Eid3	Smc6	0.34505215
Ilk	Denn2b	0.34505215
Ywhae	Cpt1b	0.34505215
Pgls	Bbox1	0.34505215
Hsd3b4	Cers2	0.34505215
Hsd3b7	Cers2	0.34505215
Gm10681	Cers2	0.34505215
Ywhae	Cers2	0.34505215
Ywhae	Ppp2r2d	0.34505215
Ywhae	Esam	0.34505215
Rd3	Atad3a	0.34505215
Ywhab	Atad3a	0.34505215
Agap2	Atad3a	0.34505215
Hsd3b4	Atad3a	0.34505215
Cenpc1	Atad3a	0.34505215
Gm10681	Atad3a	0.34505215
Cav3	Atad3a	0.34505215
Tcf4	Atad3a	0.34505215
Ywhae	Atad3a	0.34505215
Ywhae	Med1	0.34505215
Tada2a	Med1	0.34505215
Luzp1	Med1	0.34505215
Cdk9	Med1	0.34505215
Tfcp2l1	Med1	0.34505215
