database	pathway	gene
HALLMARK	HYPOXIA	ALDOB
HALLMARK	HYPOXIA	STC2
HALLMARK	HYPOXIA	ERRFI1
HALLMARK	HYPOXIA	ENO3
HALLMARK	HYPOXIA	PNRC1
HALLMARK	HYPOXIA	HMOX1
HALLMARK	HYPOXIA	PGF
HALLMARK	HYPOXIA	GAPDHS
HALLMARK	HYPOXIA	CHST2
HALLMARK	HYPOXIA	TMEM45A
HALLMARK	HYPOXIA	BCAN
HALLMARK	HYPOXIA	ATF3
HALLMARK	HYPOXIA	CAV1
HALLMARK	HYPOXIA	AMPD3
HALLMARK	HYPOXIA	GPC3
HALLMARK	HYPOXIA	NDST1
HALLMARK	HYPOXIA	IRS2
HALLMARK	HYPOXIA	SAP30
HALLMARK	HYPOXIA	GAA
HALLMARK	HYPOXIA	SDC4
HALLMARK	HYPOXIA	STBD1
HALLMARK	HYPOXIA	IER3
HALLMARK	HYPOXIA	PKLR
HALLMARK	HYPOXIA	IGFBP1
HALLMARK	HYPOXIA	PLAUR
HALLMARK	HYPOXIA	CAVIN3
HALLMARK	HYPOXIA	CCN5
HALLMARK	HYPOXIA	LARGE1
HALLMARK	HYPOXIA	NOCT
HALLMARK	HYPOXIA	S100A4
HALLMARK	HYPOXIA	RRAGD
HALLMARK	HYPOXIA	ZFP36
HALLMARK	HYPOXIA	EGFR
HALLMARK	HYPOXIA	EDN2
HALLMARK	HYPOXIA	IDS
HALLMARK	HYPOXIA	CDKN1A
HALLMARK	HYPOXIA	RORA
HALLMARK	HYPOXIA	DUSP1
HALLMARK	HYPOXIA	MIF
HALLMARK	HYPOXIA	PPP1R3C
HALLMARK	HYPOXIA	DPYSL4
HALLMARK	HYPOXIA	KDELR3
HALLMARK	HYPOXIA	DTNA
HALLMARK	HYPOXIA	ADORA2B
HALLMARK	HYPOXIA	HS3ST1
HALLMARK	HYPOXIA	CAVIN1
HALLMARK	HYPOXIA	NR3C1
HALLMARK	HYPOXIA	KLF6
HALLMARK	HYPOXIA	GPC4
HALLMARK	HYPOXIA	CCN1
HALLMARK	HYPOXIA	TNFAIP3
HALLMARK	HYPOXIA	CA12
HALLMARK	HYPOXIA	HEXA
HALLMARK	HYPOXIA	BGN
