interactor_A	interactor_B	confidence_value
Cit	Tgoln2	0.34505215
Prkaa1	Rplp1	0.34505215
Itm2b	Rplp0	0.34505215
Slc2a4	Rplp0	0.34505215
Prkaa1	Rplp0	0.34505215
Prkab1	Rplp0	0.34505215
Acsl1	Cyb5r3	0.34505215
Slc2a4	Ptpn1	0.34505215
Itm2b	Igh-6	0.34505215
Itm2b	Uqcrfs1	0.34505215
Hnrnpk	Uqcrfs1	0.34505215
Slc2a4	Hal	0.34505215
Prkaa1	Rpl3	0.34505215
Itm2b	Rpl6	0.34505215
Slc2a4	Rpl6	0.34505215
Itm2b	Atp5pf	0.34505215
Itm2b	Dnm1	0.34505215
Rad23b	Psma4	0.34505215
Slc2a4	Psma4	0.34505215
Itm2b	Syt1	0.34505215
Psen1	Syt1	0.34505215
Gapdhs	Mapk3	0.34505215
Pdcd4	Mapk3	0.34505215
Ech1	Mapk3	0.34505215
Vapa	Mapk3	0.34505215
Vdac1	Mapk3	0.34505215
G3bp2	Mapk3	0.34505215
Dcp1a	Mapk3	0.34505215
Arpc5l	Mapk3	0.34505215
Vapb	Mapk3	0.34505215
LOC103692716	Mapk3	0.34505215
Pam16	Mapk3	0.34505215
Pabpc4	Mapk3	0.34505215
Crmp1	Mapk3	0.34505215
Phb2	Mapk3	0.34505215
Rtcb	Mapk3	0.34505215
Calhm2	Mapk3	0.34505215
Tubb5	Mapk3	0.34505215
Dhrs7b	Mapk3	0.34505215
Ccdc124	Mapk3	0.34505215
Pgk1	Mapk3	0.34505215
Pramef20	Mapk3	0.34505215
Vdac2	Mapk3	0.34505215
Txnl1	Mapk3	0.34505215
Rps6ka3	Mapk3	0.34505215
Acat1	Mapk3	0.34505215
Mapk15	Mapk3	0.34505215
Rpap3	Mapk3	0.34505215
Hsp90aa1	Mapk3	0.34505215
Plat	Mapk3	0.34505215
Uqcrq	Mapk3	0.34505215
Pc	Mapk3	0.34505215
Eny2	Mapk3	0.34505215
Pkm	Mapk3	0.34505215
Mapk1	Mapk3	0.34505215
Tpr	Mapk3	0.34505215
Lrpap1	Mapk3	0.34505215
Iqgap3	Mapk3	0.34505215
Map3k3	Mapk3	0.34505215
Rack1	Mapk3	0.34505215
Fen1	Mapk3	0.34505215
LOC108348114	Mapk3	0.34505215
Eef1a2	Mapk3	0.34505215
Ppm1b	Mapk3	0.34505215
Thegl	Mapk3	0.34505215
Cct4	Mapk3	0.34505215
Sod1	Mapk3	0.34505215
Etv3	Mapk3	0.34505215
LOC100911417	Mapk3	0.34505215
Dpysl3	Mapk3	0.34505215
Ruvbl1	Mapk3	0.34505215
Tubb1	Mapk3	0.34505215
Ssr1	Mapk3	0.34505215
Cc2d1a	Mapk3	0.34505215
Mif	Mapk3	0.34505215
Pycr2	Mapk3	0.34505215
Stub1	Mapk3	0.34505215
Ap2s1	Mapk3	0.34505215
Tuba8	Mapk3	0.34505215
LOC103694877	Mapk3	0.34505215
Pabpc6	Mapk3	0.34505215
Kcnn1	Mapk3	0.34505215
Stip1	Mapk3	0.34505215
Eef1b2	Mapk3	0.34505215
Actr3	Mapk3	0.34505215
Chgb	Mapk3	0.34505215
Ppib	Mapk3	0.34505215
Dhps	Mapk3	0.34505215
Mthfd1l	Mapk3	0.34505215
Pcbp3	Mapk3	0.34505215
Map4	Mapk3	0.34505215
Ttc39a	Mapk3	0.34505215
Nek4	Mapk3	0.34505215
Nelfb	Mapk3	0.34505215
Atp5pb	Mapk3	0.34505215
Elob	Mapk3	0.34505215
Pdhb	Mapk3	0.34505215
Rsf1	Mapk3	0.34505215
Hspa2	Mapk3	0.34505215
Lancl1	Mapk3	0.34505215
Cux1	Mapk3	0.34505215
Nisch	Mapk3	0.34505215
Fkbp5	Mapk3	0.34505215
H3f3a	Mapk3	0.34505215
Slc2a4	Mapk3	0.34505215
Zfp189	Mapk3	0.34505215
Eef1g	Mapk3	0.34505215
Uqcrc2	Mapk3	0.34505215
Mzt2b	Mapk3	0.34505215
Cdk9	Mapk3	0.34505215
Arpc3	Mapk3	0.34505215
Ldha	Mapk3	0.34505215
Ilf2	Mapk3	0.34505215
Elmsan1	Mapk3	0.34505215
Morf4l2	Mapk3	0.34505215
AABR07061614.1	Mapk3	0.34505215
Rps6ka6	Mapk3	0.34505215
Ecpas	Mapk3	0.34505215
Tubgcp4	Mapk3	0.34505215
Slc25a5	Mapk3	0.34505215
Mapre1	Mapk3	0.34505215
Pea15	Mapk3	0.34505215
Hnrnpk	Mapk3	0.34505215
Mcm3	Mapk3	0.34505215
Atp6v1a	Mapk3	0.34505215
Gstk1	Mapk3	0.34505215
Eif2a	Mapk3	0.34505215
Cct7	Mapk3	0.34505215
Pdgfrb	Mapk3	0.34505215
H3f3b	Mapk3	0.34505215
Tagln2	Mapk3	0.34505215
Slc30a3	Mapk3	0.34505215
Ddx3y	Mapk3	0.34505215
Cpt1a	Mapk3	0.34505215
Ralgapa1	Mapk3	0.34505215
Cip2a	Mapk3	0.34505215
Eif4a1	Mapk3	0.34505215
Tubgcp2	Mapk3	0.34505215
Vat1	Mapk3	0.34505215
Arpc4	Mapk3	0.34505215
Edf1	Mapk3	0.34505215
Tcp1	Mapk3	0.34505215
Btf3	Mapk3	0.34505215
Eef2	Mapk3	0.34505215
Cct8	Mapk3	0.34505215
Trap1	Mapk3	0.34505215
Set	Mapk3	0.34505215
Actn4	Mapk3	0.34505215
Atp1a3	Mapk3	0.34505215
Th	Mapk3	0.34505215
Farsa	Mapk3	0.34505215
Dynll1	Mapk3	0.34505215
Tubg2	Mapk3	0.34505215
Sf3a3	Mapk3	0.34505215
LOC108351137	Mapk3	0.34505215
Dynll2	Mapk3	0.34505215
Erf	Mapk3	0.34505215
Pwwp2b	Mapk3	0.34505215
Tufm	Mapk3	0.34505215
Ywhaq	Mapk3	0.34505215
Trim32	Mapk3	0.34505215
Pih1d1	Mapk3	0.34505215
Dusp9	Mapk3	0.34505215
Cct6a	Mapk3	0.34505215
Ywhah	Mapk3	0.34505215
Sec61b	Mapk3	0.34505215
Abcc2	Mapk3	0.34505215
Itm2b	Sdhb	0.34505215
Prkaa1	LOC102555453	0.34505215
Slc2a4	LOC102555453	0.34505215
Prkab1	LOC102555453	0.34505215
Itm2b	LOC102555453	0.34505215
Slc2a4	Copb1	0.34505215
Prkab1	Copb1	0.34505215
Prkaa1	Copb1	0.34505215
Itm2b	Tgm1	0.34505215
Slc2a4	Cryab	0.34505215
Slc2a4	Ppib	0.34505215
Jak2	Agtr1a	0.34505215
Mapk3	Rpn2	0.34505215
Slc2a4	Rpn2	0.34505215
Prkab1	Rpn2	0.34505215
Slc2a4	Bsg	0.34505215
Dynll1	Car2	0.34505215
Slc2a4	LOC103689983	0.34505215
Slc2a4	Hprt1	0.34505215
Slc2a4	Scarb2	0.34505215
Slc2a4	Hk2	0.34505215
Hnrnpk	Rps2	0.34505215
Slc2a4	Rps2	0.34505215
Slc2a4	Psmb6	0.34505215
Prkaa1	Tcp1	0.34505215
Slc2a4	Tcp1	0.34505215
Prkaa1	Pcsk2	0.34505215
Prkab1	Pcsk2	0.34505215
Itm2b	Arrb1	0.34505215
Rela	Arrb2	0.34505215
Slc2a4	Hibadh	0.34505215
Prkaa1	Rps9	0.34505215
Slc2a4	Rps9	0.34505215
Slc2a4	Atp5me	0.34505215
Itm2b	Atp5me	0.34505215
Hnrnpk	Pfkl	0.34505215
Hnrnpk	LOC103694877	0.34505215
Hnrnpk	Mif	0.34505215
Slc2a4	LOC103694877	0.34505215
Slc2a4	Mif	0.34505215
Cit	Dlg4	0.34505215
Vangl2	Dlg4	0.34505215
Kif1b	Dlg4	0.34505215
Vangl1	Dlg4	0.34505215
Slc2a4	Tagln	0.34505215
Itm2b	Atp5pd	0.34505215
Slc2a4	Atp5pd	0.34505215
Itm2b	Slc6a11	0.34505215
Itm2b	C1qa	0.34505215
Slc2a4	Ezr	0.34505215
Prkaa1	Slc25a1	0.34505215
Prkab1	Slc25a1	0.34505215
Slc2a4	Slc25a1	0.34505215
Prkaa1	Uqcrc2	0.34505215
Prkab1	Uqcrc2	0.34505215
Itm2b	Uqcrc2	0.34505215
Slc2a4	Uqcrc2	0.34505215
Hnrnpk	Uqcrc2	0.34505215
Itm2b	Stx1a	0.34505215
Vamp7	Stx1a	0.34505215
Itm2b	Hsp90ab1	0.34505215
Mapk3	Hsp90ab1	0.34505215
Slc2a4	Hsp90ab1	0.34505215
Itm2b	Cox7a2l2	0.34505215
Slc2a4	Ywhab	0.34505215
Prkab1	Rab8a	0.34505215
Slc2a4	Rab13	0.34505215
Itm2b	Grin1	0.34505215
Shank1	Grin1	0.34505215
Slc2a4	Canx	0.34505215
LOC103694380	Canx	0.34505215
Tnf	Canx	0.34505215
Cdk5	Ntrk1	0.34505215
Cdk5r1	Ntrk1	0.34505215
Mapk3	Aprt	0.34505215
Prkaa1	Aprt	0.34505215
Slc2a4	Aprt	0.34505215
Slc2a4	Klc1	0.34505215
Itm2b	Klc1	0.34505215
Tnf	Mt3	0.34505215
LOC103694380	Mt3	0.34505215
Slc2a4	Cnn3	0.34505215
Itm2b	Rpsa	0.34505215
Mapk3	Rpsa	0.34505215
Slc2a4	Rpsa	0.34505215
Hnrnpk	Rpsa	0.34505215
Slc2a4	Dnm2	0.34505215
Dynll1	Dnm2	0.34505215
Slc2a4	Psmb3	0.34505215
Itm2b	Cd9	0.34505215
Slc2a4	Psmb2	0.34505215
Prkaa1	Rpl13	0.34505215
Itm2b	Rpl13	0.34505215
Prkab1	Rpl13	0.34505215
Slc2a4	Rpl13	0.34505215
Hnrnpk	Rpl13	0.34505215
Kcnma1	Id1	0.34505215
Prkab1	Uso1	0.34505215
Prkab1	Ldhb	0.34505215
Pgam2	Ldhb	0.34505215
LOC103694380	Ldhb	0.34505215
Tnf	Ldhb	0.34505215
Slc2a4	Ppt1	0.34505215
Itm2b	Cfl1	0.34505215
Slc2a4	Cfl1	0.34505215
Slc2a4	Vcp	0.34505215
Ufd1	Vcp	0.34505215
Mapk3	Vcp	0.34505215
Hnrnpk	Gfap	0.34505215
Itm2b	Gfap	0.34505215
Slc2a4	Bgn	0.34505215
Mapk3	Dpysl2	0.34505215
Slc2a4	Dpysl2	0.34505215
Itm2b	Dpysl2	0.34505215
Itm2b	Crp	0.34505215
Itm2b	LOC100911515	0.34505215
Itm2b	Tpi1	0.34505215
Slc2a4	LOC100911515	0.34505215
Slc2a4	Tpi1	0.34505215
Hnrnpk	LOC100911515	0.34505215
Hnrnpk	Tpi1	0.34505215
Itm2b	Rps3a	0.34505215
Hnrnpk	Rps3a	0.34505215
Prkaa1	Rps3a	0.34505215
Slc2a4	Rps3a	0.34505215
Itm2b	Pdhb	0.34505215
Slc2a4	Pdhb	0.34505215
Itm2b	Gdi2	0.34505215
Slc2a4	Atp6v1f	0.34505215
Slc2a4	Arsb	0.34505215
Slc2a4	St13	0.34505215
Slc2a4	Paics	0.34505215
Itm2b	Gnb3	0.34505215
Itm2b	Cap2	0.34505215
Slc2a4	Erp29	0.34505215
Itm2b	Pc	0.34505215
Slc2a4	Pdlim1	0.34505215
Slc2a4	P4ha1	0.34505215
Itm2b	Cacnb3	0.34505215
Itm2b	Gnb1	0.34505215
Slc2a4	Gnb1	0.34505215
Prkab1	Gnb2	0.34505215
Flot2	Plaa	0.34505215
Slc2a4	Napa	0.34505215
Itm2b	Napa	0.34505215
Slc2a4	Hspa1l	0.34505215
Itm2b	Hspa1l	0.34505215
Mapk3	Hspa1l	0.34505215
LOC103694380	Casp3	0.34505215
Tnf	Casp3	0.34505215
LOC100911519	Casp2	0.34505215
Pidd1	Casp2	0.34505215
Slc2a4	Gatd3a	0.34505215
Slc2a4	Idh2	0.34505215
Prkab1	Idh2	0.34505215
Prkaa1	Idh2	0.34505215
Itm2b	Idh2	0.34505215
Slc2a4	Strn3	0.34505215
Prkaa1	Gnao1	0.34505215
Prkab1	Gnao1	0.34505215
Itm2b	Gnao1	0.34505215
Slc2a4	Ruvbl1	0.34505215
Slc2a4	Snapin	0.34505215
Cops4	Snapin	0.34505215
Itm2b	Plp1	0.34505215
Rad23b	Actb	0.34505215
Hnrnpk	Actb	0.34505215
Tnf	Actb	0.34505215
Slc2a4	Actb	0.34505215
Dynll1	Actb	0.34505215
LOC103694380	Actb	0.34505215
Itm2b	Actb	0.34505215
Kcnma1	Cirbp	0.34505215
Kcnma1	LOC100362149	0.34505215
Kcnma1	LOC100359951	0.34505215
Kcnma1	LOC100362684	0.34505215
Itm2b	LOC100362149	0.34505215
Itm2b	LOC100359951	0.34505215
Itm2b	LOC100362684	0.34505215
Hnrnpk	LOC100362149	0.34505215
Hnrnpk	LOC100359951	0.34505215
Hnrnpk	LOC100362684	0.34505215
Slc2a4	Prps1	0.34505215
Prkaa1	Prps1	0.34505215
Slc2a4	Psma6	0.34505215
Canx	Chp1	0.34505215
Slc2a4	Chp1	0.34505215
Slc2a4	Fkbp11	0.34505215
Prkab1	Fkbp11	0.34505215
Slc2a4	Arl1	0.34505215
Itm2b	Rap2b	0.34505215
Itm2b	Stx1b	0.34505215
Itm2b	Rpl27	0.34505215
Prkaa1	Rpl27	0.34505215
Slc2a4	Rpl27	0.34505215
Cit	Rhoa	0.34505215
Slc2a4	Rhoa	0.34505215
Slc2a4	Sec61a1	0.34505215
Slc2a4	Arf4	0.34505215
Itm2b	Arf4	0.34505215
Rad23b	Stxbp1	0.34505215
Itm2b	Stxbp1	0.34505215
Slc2a4	Dad1	0.34505215
Mapk3	Dad1	0.34505215
Itm2b	Hnrnpk	0.34505215
Prkaa1	Hnrnpk	0.34505215
Slc2a4	Hnrnpk	0.34505215
Itm2b	Ywhag	0.34505215
Slc2a4	Ywhag	0.34505215
Mapk3	Ywhag	0.34505215
Slc2a4	Rps7	0.34505215
Itm2b	Rps7	0.34505215
Kcnma1	Rps7	0.34505215
Prkaa1	Ppp1ca	0.34505215
Slc2a4	Ppp1ca	0.34505215
Itm2b	Ppp1ca	0.34505215
Slc2a4	Ppp1cb	0.34505215
Tnf	Ppp1cb	0.34505215
LOC103694380	Ppp1cb	0.34505215
Slc2a4	Psmc1	0.34505215
Rad23b	Psmc1	0.34505215
Prkab1	Psmc1	0.34505215
Rad23b	Psmc5	0.34505215
Slc2a4	Psmc5	0.34505215
Slc2a4	Rps8	0.34505215
Hnrnpk	Rps8	0.34505215
Prkaa1	Rps8	0.34505215
Slc2a4	Rps15a	0.34505215
Prkaa1	Rps15a	0.34505215
Prkaa1	Rps16	0.34505215
Itm2b	Rps16	0.34505215
Slc2a4	Rps16	0.34505215
Mapk3	Ywhae	0.34505215
Itm2b	Ywhae	0.34505215
Slc2a4	Ywhae	0.34505215
Slc2a4	Rps23	0.34505215
Hnrnpk	Rps23	0.34505215
Prkaa1	Rps18l1	0.34505215
Prkaa1	Rps18	0.34505215
Slc2a4	Rps18l1	0.34505215
Slc2a4	Rps18	0.34505215
Hnrnpk	Rps18l1	0.34505215
Hnrnpk	Rps18	0.34505215
Prkaa1	Rps13	0.34505215
Slc2a4	Rps13	0.34505215
Itm2b	Rps13	0.34505215
Itm2b	Rps11	0.34505215
Prkaa1	Rps11	0.34505215
Slc2a4	Rps11	0.34505215
Slc2a4	Arf6	0.34505215
Slc2a4	Dynlrb1	0.34505215
Slc2a4	Eef1a1	0.34505215
Prkaa1	Eef1a1	0.34505215
Mapk3	Eef1a1	0.34505215
Itm2b	Eef1a1	0.34505215
Hnrnpk	Eef1a1	0.34505215
Prkaa1	Eef1a2	0.34505215
Prkaa1	Rps4x	0.34505215
Hnrnpk	Rps4x	0.34505215
Itm2b	Rps4x	0.34505215
Slc2a4	Rps4x	0.34505215
Slc2a4	Ppp2cb	0.34505215
Slc2a4	Rpl18a	0.34505215
Itm2b	Ap2s1	0.34505215
Hnrnpk	Rpl23a	0.34505215
Prkaa1	Rpl23a	0.34505215
Itm2b	Vsnl1	0.34505215
Itm2b	LOC100912489	0.34505215
Itm2b	Hist1h2ao	0.34505215
Itm2b	RGD1562378	0.34505215
Itm2b	Hist1h4b	0.34505215
Itm2b	Hist2h4	0.34505215
Itm2b	LOC100912564	0.34505215
Itm2b	Hist2h4a	0.34505215
Itm2b	Hist1h4m	0.34505215
Prkaa1	LOC100912489	0.34505215
Prkaa1	Hist1h2ao	0.34505215
Prkaa1	RGD1562378	0.34505215
Prkaa1	Hist1h4b	0.34505215
Prkaa1	Hist2h4	0.34505215
Prkaa1	LOC100912564	0.34505215
Prkaa1	Hist2h4a	0.34505215
Prkaa1	Hist1h4m	0.34505215
Prkab1	LOC100912489	0.34505215
Prkab1	Hist1h2ao	0.34505215
Prkab1	RGD1562378	0.34505215
Prkab1	Hist1h4b	0.34505215
Prkab1	Hist2h4	0.34505215
Prkab1	LOC100912564	0.34505215
Prkab1	Hist2h4a	0.34505215
Prkab1	Hist1h4m	0.34505215
Slc2a4	Atp6v1b2	0.34505215
Itm2b	Atp6v1b2	0.34505215
Prkaa1	Rab3c	0.34505215
Itm2b	Rab3c	0.34505215
Slc2a4	Ran	0.34505215
Prkab1	Rpl23	0.34505215
Prkaa1	Rpl23	0.34505215
Hnrnpk	Rpl23	0.34505215
Slc2a4	Rpl23	0.34505215
Prkab1	Rap1a	0.34505215
Slc2a4	Rps15	0.34505215
Slc2a4	Rps24	0.34505215
Slc2a4	Rps28	0.34505215
Slc2a4	Elob	0.34505215
Prkaa1	Rpl30	0.34505215
Prkaa1	LOC100362027	0.34505215
Hnrnpk	Rpl30	0.34505215
Hnrnpk	LOC100362027	0.34505215
Slc2a4	Rpl30	0.34505215
Slc2a4	LOC100362027	0.34505215
Hnrnpk	Rpl31	0.34505215
Slc2a4	Rpl31	0.34505215
Prkaa1	Rpl10a	0.34505215
Slc2a4	Rpl10a	0.34505215
Hnrnpk	Rps3	0.34505215
Prkaa1	Rps3	0.34505215
Slc2a4	Rps3	0.34505215
Itm2b	Rps3	0.34505215
Prkaa1	Rpl11	0.34505215
Itm2b	Rpl11	0.34505215
Slc2a4	Rpl11	0.34505215
Hnrnpk	Rpl11	0.34505215
LOC103694380	LOC100360117	0.34505215
LOC103694380	LOC108348142	0.34505215
LOC103694380	Rpl8	0.34505215
Prkaa1	LOC100360117	0.34505215
Prkaa1	LOC108348142	0.34505215
Prkaa1	Rpl8	0.34505215
Tnf	LOC100360117	0.34505215
Tnf	LOC108348142	0.34505215
Tnf	Rpl8	0.34505215
Slc2a4	LOC100360117	0.34505215
Slc2a4	LOC108348142	0.34505215
Slc2a4	Rpl8	0.34505215
Itm2b	Ap2b1	0.34505215
Slc2a4	Pfn1	0.34505215
Itm2b	Pfn1	0.34505215
Mapk3	Pfn1	0.34505215
Slc2a4	Rps27a	0.34505215
Acsl1	Rps27a	0.34505215
Hnrnpk	Grb2	0.34505215
Slc2a4	Tra2b	0.34505215
Slc2a4	Pafah1b1	0.34505215
Itm2b	Rab3a	0.34505215
Prkab1	Rab3a	0.34505215
Itm2b	Vamp3	0.34505215
Prkaa1	Dnaja1	0.34505215
Itm2b	Hspd1	0.34505215
Prkab1	Hspd1	0.34505215
Mapk3	Hspd1	0.34505215
Hnrnpk	Hspd1	0.34505215
Prkaa1	Hspd1	0.34505215
Slc2a4	Hspd1	0.34505215
Itm2b	Cplx1	0.34505215
Cplx2	Vamp2	0.34505215
Itm2b	Vamp2	0.34505215
Slc2a4	Eif4e	0.34505215
Itm2b	Atp6v0c	0.34505215
Slc2a4	Mapk1	0.34505215
Slc2a4	Ppp1cc	0.34505215
Slc2a4	Ppp3r1	0.34505215
Slc2a4	Ywhaz	0.34505215
Mapk3	Ywhaz	0.34505215
Itm2b	Ywhaz	0.34505215
Th	Ywhaz	0.34505215
Slc2a4	Dynll1	0.34505215
Slc2a4	Rack1	0.34505215
Prkaa1	Rack1	0.34505215
Itm2b	Rack1	0.34505215
Slc2a4	LOC100361457	0.34505215
Slc2a4	Actg1	0.34505215
Tnf	LOC100361457	0.34505215
Tnf	Actg1	0.34505215
Hnrnpk	LOC100361457	0.34505215
Hnrnpk	Actg1	0.34505215
LOC103694380	LOC100361457	0.34505215
LOC103694380	Actg1	0.34505215
LOC103694380	Actg2	0.34505215
Itm2b	Actg2	0.34505215
Tnf	Actg2	0.34505215
Itm2b	Prkcg	0.34505215
Slc2a4	Rps10	0.34505215
Itm2b	Rps10	0.34505215
Ppp3r1	Ppp3ca	0.34505215
Itm2b	Ppp3ca	0.34505215
Prkaa1	Ppp2ca	0.34505215
Prkaa1	LOC103694903	0.34505215
Prkaa1	Phb	0.34505215
Itm2b	Phb	0.34505215
Slc2a4	Phb	0.34505215
Itm2b	Csnk2b	0.34505215
Itm2b	Actc1	0.34505215
Slc2a4	Eif2s1	0.34505215
Slc2a4	Acta1	0.34505215
Dynll1	Acta1	0.34505215
LOC103694380	Acta1	0.34505215
Tnf	Acta1	0.34505215
Slc2a4	Prkacb	0.34505215
Slc2a4	Ywhaq	0.34505215
Itm2b	Ywhaq	0.34505215
Itm2b	Tuba1a	0.34505215
Slc2a4	Tuba1a	0.34505215
Dynll1	Tuba1a	0.34505215
Slc2a4	Ywhah	0.34505215
Itm2b	Necap1	0.34505215
Itm2b	Tubb5	0.34505215
Slc2a4	Tubb5	0.34505215
Slc2a4	Lypla1	0.34505215
Slc2a4	Mfge8	0.34505215
Slc2a4	Cdipt	0.34505215
Slc2a4	Rab8b	0.34505215
Prkab1	Tmod2	0.34505215
Itm2b	Tmod2	0.34505215
Prkaa1	Tmod2	0.34505215
Slc2a4	Kmt2d	0.34505215
Prkaa1	Vdac2	0.34505215
Itm2b	Vdac2	0.34505215
Slc2a4	Vdac2	0.34505215
Slc2a4	Nagk	0.34505215
Prkaa1	Gfpt1	0.34505215
Slc2a4	Hsp90aa1	0.34505215
Slc2a4	LOC103692716	0.34505215
Prkaa1	Hsp90aa1	0.34505215
Prkaa1	LOC103692716	0.34505215
Prkab1	Hsp90aa1	0.34505215
Prkab1	LOC103692716	0.34505215
Itm2b	Hsp90aa1	0.34505215
Itm2b	LOC103692716	0.34505215
Slc2a4	Tubg1	0.34505215
Hnrnpk	Arf1	0.34505215
Prkaa1	Arf2	0.34505215
Slc2a4	Arf5	0.34505215
Itm2b	Ap2m1	0.34505215
Slc2a4	Ap2m1	0.34505215
Slc2a4	Rpl19	0.34505215
Vangl1	Vangl2	0.34505215
Prkaa1	Tubb2a	0.34505215
Itm2b	Tubb2a	0.34505215
Mapk3	Tubb2a	0.34505215
Itm2b	Actr1a	0.34505215
Prkaa1	Actr1a	0.34505215
Rad23b	Tufm	0.34505215
Itm2b	Tufm	0.34505215
Prkaa1	Tufm	0.34505215
Slc2a4	Hmgcl	0.34505215
Itm2b	Cand1	0.34505215
Slc2a4	Cand1	0.34505215
Itm2b	Nptn	0.34505215
Hnrnpk	Pla2g6	0.34505215
Itm2b	Syt12	0.34505215
Itm2b	Nfasc	0.34505215
Itm2b	Cd47	0.34505215
Itm2b	Dlgap1	0.34505215
Itm2b	Cntnap1	0.34505215
Slc2a4	Hsd17b4	0.34505215
Erlin2	Psen1	0.34505215
Slc2a4	Bckdk	0.34505215
Prkaa1	Uchl1	0.34505215
Itm2b	Sv2a	0.34505215
Itm2b	Macroh2a1	0.34505215
Dynll1	Zfp354a	0.34505215
Itm2b	Cdk5	0.34505215
Cdk5r1	Ntrk3	0.34505215
Slc2a4	Vars1	0.34505215
Mapk3	Vars1	0.34505215
Prkaa1	Vars1	0.34505215
Itm2b	Vars1	0.34505215
Itm2b	Add2	0.34505215
Slc2a4	Atp5po	0.34505215
Tnf	Atp5po	0.34505215
Prkab1	Atp5po	0.34505215
Itm2b	Atp5po	0.34505215
LOC103694380	Atp5po	0.34505215
Prkaa1	Atp5po	0.34505215
Itm2b	Capn2	0.34505215
Glud1	Gckr	0.34505215
Gck	Gckr	0.34505215
Itm2b	Dbn1	0.34505215
Slc2a4	Dbn1	0.34505215
Hnrnpk	Anxa2	0.34505215
Slc2a4	Anxa2	0.34505215
Slc2a4	Ssr4	0.34505215
Prkab1	Ssr4	0.34505215
Slc2a4	Cap1	0.34505215
Vamp2	Stx3	0.34505215
Dynll1	Dnm3	0.34505215
Itm2b	Slc25a5	0.34505215
Slc2a4	Slc25a5	0.34505215
Rad23b	Slc25a5	0.34505215
Mapk3	Krt8	0.34505215
Slc2a4	Krt8	0.34505215
Prkaa1	Krt8	0.34505215
Slc2a4	Kif5b	0.34505215
Itm2b	Kif5b	0.34505215
Slc2a4	Jph2	0.34505215
Slc2a4	Opa1	0.34505215
Itm2b	Opa1	0.34505215
Slc2a4	Gns	0.34505215
Slc2a4	Arsa	0.34505215
Slc2a4	Rhog	0.34505215
Itm2b	Ap1m1	0.34505215
Ppp5c	Cry1	0.34505215
Itm2b	Rundc3b	0.34505215
Slc2a4	Rab2b	0.34505215
Prkaa1	Eif4a3	0.34505215
Slc2a4	Baiap2l1	0.34505215
Slc2a4	Atad3a	0.34505215
Itm2b	Tubb2b	0.34505215
Dynll1	Tubb2b	0.34505215
Slc2a4	Tubb2b	0.34505215
Slc2a4	Ggta1	0.34505215
Slc2a4	Tut1	0.34505215
Slc2a4	Commd9	0.34505215
Itm2b	Hnrnpdl	0.34505215
Hnrnpk	Eif5a	0.34505215
Prkaa1	Capza2	0.34505215
Hnrnpk	Capza2	0.34505215
Itm2b	Capza2	0.34505215
Slc2a4	Aldh16a1	0.34505215
Slc2a4	Txndc12	0.34505215
Rad23b	Wdr5	0.34505215
Mapk3	Hmces	0.34505215
Slc2a4	Hmces	0.34505215
Itm2b	Stoml2	0.34505215
Slc2a4	Stoml2	0.34505215
Prkab1	Psmd2	0.34505215
Itm2b	Psmd2	0.34505215
Prkaa1	Psmd2	0.34505215
Rad23b	Psmd2	0.34505215
Prkaa1	Efhd2	0.34505215
Prkab1	Efhd2	0.34505215
Slc2a4	Eif3b	0.34505215
Slc2a4	Mrpl44	0.34505215
Prkaa1	Sec22b	0.34505215
Slc2a4	Sec22b	0.34505215
Prkaa1	Celf1	0.34505215
Itm2b	Ppp2r1b	0.34505215
Slc2a4	Tubb6	0.34505215
Slc2a4	Plbd2	0.34505215
Mapk3	Tubb3	0.34505215
Rad23b	Tubb3	0.34505215
Itm2b	Tubb3	0.34505215
Slc2a4	Tubb3	0.34505215
Itm2b	Actr3	0.34505215
Prkaa1	Lrrfip2	0.34505215
Slc2a4	Ccdc116	0.34505215
Slc2a4	Hsdl1	0.34505215
Rad23b	Psmd14	0.34505215
Slc2a4	Dnpep	0.34505215
Itm2b	Slc25a18	0.34505215
Slc2a4	Tmx1	0.34505215
Itm2b	Ndufa10l1	0.34505215
Mapk3	Hnrnpr	0.34505215
Prkaa1	Arxes2	0.34505215
Prkaa1	MGC109340	0.34505215
Prkab1	Arxes2	0.34505215
Prkab1	MGC109340	0.34505215
Kcnma1	Phyhip	0.34505215
Kcnma1	LOC108348161	0.34505215
Slc2a4	Golim4	0.34505215
Itm2b	Cpne9	0.34505215
Slc2a4	Ccdc93	0.34505215
Slc2a4	Mrpl41	0.34505215
Prkaa1	Krt18	0.34505215
Prkab1	Krt18	0.34505215
Slc2a4	Ndufa9	0.34505215
Itm2b	Ndufa9	0.34505215
Prkab1	Rab18	0.34505215
Ehhadh	Rab18	0.34505215
Slc2a4	Rab18	0.34505215
Prkaa1	Rab18	0.34505215
Slc2a4	Ykt6	0.34505215
Rad23b	Slc25a22	0.34505215
Rad23b	LOC100911440	0.34505215
Slc2a4	C1qtnf5	0.34505215
Slc2a4	Pld3	0.34505215
Itm2b	Cend1	0.34505215
Itm2b	LOC100911402	0.34505215
Mapk3	Nono	0.34505215
Hnrnpk	Nono	0.34505215
Acsl1	Stbd1	0.34505215
Slc2a4	Unc119b	0.34505215
Mapk3	Fam98a	0.34505215
Slc2a4	Fam98a	0.34505215
Tmed2	Tmed9	0.34505215
