interactor_A	interactor_B	confidence_value
Slc2a4	Tmed9	0.34505215
Itm2b	Vom1r94	0.34505215
Itm2b	Cnrip1	0.34505215
Prkaa1	Actr2	0.34505215
Slc2a4	Txnip	0.34505215
Itm2b	Map4	0.34505215
Hnrnpk	Psph	0.34505215
Slc2a4	Ogfod3	0.34505215
Slc2a4	Caprin1	0.34505215
Mapk3	Caprin1	0.34505215
Slc2a4	Cnot9	0.34505215
Tnf	Bag5l1	0.34505215
Tnf	Bag5	0.34505215
LOC103694380	Bag5l1	0.34505215
LOC103694380	Bag5	0.34505215
Itm2b	Sirt2	0.34505215
Itm2b	Eif4a2	0.34505215
Prkaa1	Flii	0.34505215
Itm2b	Trappc3	0.34505215
Slc2a4	Trappc3	0.34505215
Rad23b	Psmd3	0.34505215
Slc2a4	Emc3	0.34505215
Slc2a4	Acot9	0.34505215
Kcnma1	Nap1l4	0.34505215
Slc2a4	Ctnna1	0.34505215
LOC103694380	Tab2	0.34505215
Tnf	Tab2	0.34505215
Hk2	Pea15	0.34505215
Slc2a4	Plod3	0.34505215
Slc2a4	Shmt2	0.34505215
Tes	Enah	0.34505215
Slc2a4	Stom	0.34505215
Itm2b	Capzb	0.34505215
Prkaa1	Capzb	0.34505215
Slc2a4	Mxra8	0.34505215
Itm2b	Kif2b	0.34505215
Slc2a4	Arhgdia	0.34505215
Rad23b	Psmd12	0.34505215
Tnf	Ciapin1	0.34505215
LOC103694380	Ciapin1	0.34505215
Slc2a4	Sgcg	0.34505215
Rad23b	Tuba4a	0.34505215
Mapk3	Tuba4a	0.34505215
Itm2b	Tuba4a	0.34505215
Slc2a4	Strap	0.34505215
Slc2a4	Ndufv1	0.34505215
Itm2b	Phb2	0.34505215
Slc2a4	Phb2	0.34505215
Slc2a4	Epdr1	0.34505215
Slc2a4	Bcs1l	0.34505215
Prkaa1	Cct2	0.34505215
Itm2b	Cct2	0.34505215
Slc2a4	Cct2	0.34505215
Mapk3	Cct2	0.34505215
Itm2b	Letm1	0.34505215
Tnf	Dnajb4	0.34505215
Slc2a4	Dnajb4	0.34505215
LOC103694380	Dnajb4	0.34505215
Slc2a4	Tmem43	0.34505215
Slc2a4	Mgrn1	0.34505215
Slc2a4	Mccc2	0.34505215
Slc2a4	Bcap29	0.34505215
Slc2a4	Pgrmc2	0.34505215
Rad23b	Tent5c	0.34505215
Itm2b	Hadhb	0.34505215
Slc2a4	Hadhb	0.34505215
Mapk3	Hadhb	0.34505215
Prkab1	Hadhb	0.34505215
Itm2b	Slc17a7	0.34505215
Slc2a4	Rap1b	0.34505215
Slc2a4	Dync1li2	0.34505215
Itm2b	Rcn2	0.34505215
Itm2b	Syt7	0.34505215
Itm2b	Arfgap1	0.34505215
Itm2b	Syngr1	0.34505215
Ykt6	Bet1	0.34505215
Itm2b	Synj1	0.34505215
Slc2a4	Pdlim5	0.34505215
Dynll1	Dlg3	0.34505215
Itm2b	Crmp1	0.34505215
Slc2a4	Dpysl3	0.34505215
Slc2a4	Scfd1	0.34505215
Slc2a4	Slc7a5	0.34505215
Slc2a4	Nucb1	0.34505215
Slc2a4	Acsl3	0.34505215
Itm2b	Cntn1	0.34505215
Slc2a4	Itga7	0.34505215
Prkaa1	Myo1c	0.34505215
Itm2b	Myo1d	0.34505215
Slc2a4	Atp1b3	0.34505215
Mapk3	Sub1	0.34505215
Itm2b	Itih3	0.34505215
Slc2a4	Tmed2	0.34505215
Slc2a4	Psmc4	0.34505215
Rad23b	Psmc4	0.34505215
Slc2a4	Tmed10	0.34505215
Cdk5r1	Ntrk2	0.34505215
Prkab1	Tpm3	0.34505215
Prkaa1	Tpm3	0.34505215
Itm2b	Tpm3	0.34505215
LOC103694380	Tpm3	0.34505215
Tnf	Tpm3	0.34505215
Slc2a4	Stx6	0.34505215
Vps18	Stx6	0.34505215
Arrb1	F2rl1	0.34505215
Itm2b	Vamp1	0.34505215
Prkaa1	Prdx1	0.34505215
LOC103694380	Prdx1	0.34505215
Tnf	Prdx1	0.34505215
Slc2a4	Prdx1	0.34505215
Itm2b	Prdx1	0.34505215
Rela	Nfkbia	0.34505215
Slc2a4	Mrpl23	0.34505215
Itm2b	Rab3b	0.34505215
Prkaa1	Rab3d	0.34505215
Itm2b	Rab3d	0.34505215
Prkab1	Rab3d	0.34505215
Tes	Actl7a	0.34505215
Slc2a4	Hexa	0.34505215
Hnrnpk	Eif3el1	0.34505215
Itm2b	Ndufs2	0.34505215
Kcnma1	Ddx1	0.34505215
Prkab1	Pef1	0.34505215
Slc2a4	Tecr	0.34505215
Vps18	Vps16	0.34505215
Itm2b	Pex14	0.34505215
Skp1	Cdkn1a	0.34505215
Slc2a4	P3h4	0.34505215
Mapk3	Hadha	0.34505215
Slc2a4	Hadha	0.34505215
Itm2b	Hadha	0.34505215
Itm2b	Atp2b4	0.34505215
Itm2b	Rtn1	0.34505215
Slc2a4	Tpp2	0.34505215
Itm2b	Atp2b3	0.34505215
Itm2b	Ppp6c	0.34505215
LOC103694380	Ppp6c	0.34505215
Tnf	Ppp6c	0.34505215
Kcnma1	Rbm4b	0.34505215
Slc2a4	Naga	0.34505215
Slc2a4	Fkbp9	0.34505215
Slc2a4	Cavin2	0.34505215
Itm2b	Ndufs1	0.34505215
Itm2b	Calcoco1	0.34505215
Itm2b	LOC100912282	0.34505215
Slc2a4	Snd1	0.34505215
Itm2b	Gsn	0.34505215
Slc2a4	Cct5	0.34505215
Mapk3	Cct5	0.34505215
Itm2b	Cct5	0.34505215
Prkaa1	Cct5	0.34505215
Prkab1	Cct5	0.34505215
Hnrnpk	Cct5	0.34505215
Prkaa1	Eef1g	0.34505215
Itm2b	Eef1g	0.34505215
Itm2b	Tuba3a	0.34505215
Itm2b	Tuba3b	0.34505215
Prkaa1	Eef1d	0.34505215
Slc2a4	Eef1d	0.34505215
Ston2	Cops4	0.34505215
Slc2a4	Commd10	0.34505215
Mapk3	Farsb	0.34505215
Slc2a4	Farsb	0.34505215
Slc2a4	Glmp	0.34505215
Slc2a4	Stx18	0.34505215
Itm2b	Idh3b	0.34505215
Slc2a4	Uqcrc1	0.34505215
Ston2	Tor1a	0.34505215
Kcnma1	Serbp1	0.34505215
Hnrnpk	Serbp1	0.34505215
Prkaa1	Tmod3	0.34505215
Itm2b	Prxl2a	0.34505215
Itm2b	Hnrnph2	0.34505215
Kcnma1	Hnrnph2	0.34505215
Slc2a4	Pcbp3	0.34505215
Slc2a4	Dcakd	0.34505215
Itm2b	Tuba8	0.34505215
Itm2b	Pa2g4	0.34505215
Kcnma1	Pa2g4	0.34505215
Prkaa1	Dctn2	0.34505215
Prkab1	Dctn2	0.34505215
Itm2b	Dctn2	0.34505215
Slc2a4	Dctn2	0.34505215
Prkab1	Ddx5	0.34505215
Hnrnpk	Ddx5	0.34505215
Prkaa1	Ddx5	0.34505215
Slc2a4	Ctsa	0.34505215
Prkaa1	Rtcb	0.34505215
Prkab1	Rtcb	0.34505215
Itm2b	Rtcb	0.34505215
Prkaa1	Pcbp2	0.34505215
Itm2b	Tuba1c	0.34505215
Hnrnpk	S100a11	0.34505215
Itm2b	Baiap2	0.34505215
Prkab1	Krt17	0.34505215
Slc2a4	Krt14	0.34505215
Prkab1	Krt4	0.34505215
Tnf	Hspbp1	0.34505215
LOC103694380	Hspbp1	0.34505215
Slc2a4	Acot2	0.34505215
Prkab1	Hnrnpu	0.34505215
Prkaa1	Hnrnpu	0.34505215
Hnrnpk	Hnrnpu	0.34505215
Acsl1	Ppp1r3b	0.34505215
Slc2a4	Ctsb	0.34505215
Slc2a4	Tsg101	0.34505215
Slc2a4	Cpq	0.34505215
Hnrnpk	H3c1	0.34505215
Hnrnpk	Hist1h2ail1	0.34505215
Hnrnpk	Hist1h3b	0.34505215
Slc2a4	H3c1	0.34505215
Slc2a4	Hist1h2ail1	0.34505215
Slc2a4	Hist1h3b	0.34505215
Itm2b	Prrc2a	0.34505215
Mapk3	Bag6	0.34505215
Slc2a4	Ddah2	0.34505215
LOC103694380	Ehmt2	0.34505215
Tnf	Ehmt2	0.34505215
Itm2b	Prrt1	0.34505215
Slc2a4	Hsd17b8	0.34505215
Slc2a4	RT1-A2	0.34505215
Slc2a4	Pdcd10	0.34505215
Itm2b	Rab1a	0.34505215
Slc2a4	Rab1a	0.34505215
Slc2a4	Jup	0.34505215
Slc2a4	Ak3	0.34505215
Prkab1	Eif4a1	0.34505215
Prkaa1	Eif4a1	0.34505215
Slc2a4	Cops8	0.34505215
Prkab1	Cct3	0.34505215
Mapk3	Cct3	0.34505215
Slc2a4	Cct3	0.34505215
Prkaa1	Cct3	0.34505215
Itm2b	Cct3	0.34505215
Slc2a4	Atp6v1d	0.34505215
Slc2a4	Eif2s2	0.34505215
Slc2a4	Dld	0.34505215
Prkaa1	Eml2	0.34505215
Lamp2	Ctsd	0.34505215
LOC103694380	Psmc3	0.34505215
Tnf	Psmc3	0.34505215
Slc2a4	Gpi	0.34505215
Slc2a4	Man2b1	0.34505215
Slc2a4	Mvb12a	0.34505215
Slc2a4	Lamtor1	0.34505215
Slc2a4	Fhl1	0.34505215
Slc2a4	Sars1	0.34505215
Itm2b	Sars1	0.34505215
Prkab1	Wars1	0.34505215
Prkaa1	Wars1	0.34505215
Itm2b	Wars1	0.34505215
Slc2a4	Asah1	0.34505215
Slc2a4	Serpinb6a	0.34505215
Slc2a4	Commd3	0.34505215
Dynll1	Tuba1b	0.34505215
Mapk3	Tuba1b	0.34505215
Slc2a4	Tuba1b	0.34505215
Kcnma1	Tuba1b	0.34505215
Slc2a4	Psmd6	0.34505215
Rad23b	Psmd6	0.34505215
Rad23b	Atp5f1c	0.34505215
Itm2b	Atp5mg	0.34505215
Slc2a4	Rpl10	0.34505215
Slc2a4	LOC100360057	0.34505215
Hnrnpk	Skp1	0.34505215
Slc2a4	Skp1	0.34505215
Itm2b	Atl1	0.34505215
Itm2b	Cndp2	0.34505215
Slc2a4	Nt5dc2	0.34505215
Slc2a4	Gna13	0.34505215
Slc2a4	Rtraf	0.34505215
Mapk3	Rtraf	0.34505215
Psen1	Psenen	0.34505215
Slc2a4	Hdhd2	0.34505215
Slc2a4	Tmed5	0.34505215
Itm2b	Slc30a3	0.34505215
Itm2b	Rtn3	0.34505215
Slc2a4	Rtn3	0.34505215
Itm2b	Rac1	0.34505215
Prkab1	Rac1	0.34505215
Slc2a4	Rac1	0.34505215
Slc2a4	Dnajb11	0.34505215
Itm2b	Hnrnpa3	0.34505215
Prkaa1	Hnrnpa3	0.34505215
Rad23b	Rab40c	0.34505215
Tnf	Sspo	0.34505215
LOC103694380	Sspo	0.34505215
Pi4kb	Kif13b	0.34505215
Itm2b	Cacng2	0.34505215
Cnih2	Cacng2	0.34505215
Slc2a4	Tsn	0.34505215
Mapk3	Tsn	0.34505215
Slc2a4	Rps27	0.34505215
Prkaa1	Rps27	0.34505215
Prkaa1	Rbbp7	0.34505215
Slc2a4	Cdh15	0.34505215
Slc2a4	Lin7c	0.34505215
Itm2b	Hnrnpf	0.34505215
Slc2a4	Hnrnpf	0.34505215
Slc2a4	Dstn	0.34505215
Slc2a4	Amacr	0.34505215
Slc2a4	Gpt2	0.34505215
Slc2a4	AC111885.1	0.34505215
Slc2a4	Syncrip	0.34505215
Itm2b	Syncrip	0.34505215
Mapk3	Ripor2	0.34505215
Slc2a4	Ripor2	0.34505215
Slc2a4	Mrpl49	0.34505215
Prkab1	Cct4	0.34505215
Prkaa1	Cct4	0.34505215
Slc2a4	Cct4	0.34505215
Itm2b	Cct4	0.34505215
Slc2a4	AABR07006688.2	0.34505215
Itm2b	Uqcrq	0.34505215
Rad23b	LOC360933	0.34505215
Tnf	Tnfrsf1b	0.34505215
LOC103694380	Tnfrsf1b	0.34505215
Itm2b	Agap2	0.34505215
Erlin2	Ncstn	0.34505215
Slc2a4	Ncstn	0.34505215
Prkab1	Rasl2-9	0.34505215
Prkaa1	Rasl2-9	0.34505215
Sort1	Nradd	0.34505215
Slc2a4	Ehd4	0.34505215
Slc2a4	Cdh13	0.34505215
Itm2b	Ehd3	0.34505215
Slc2a4	Ehd3	0.34505215
Slc2a4	Ero1a	0.34505215
Hnrnpk	Ero1a	0.34505215
Slc2a4	Bnip1	0.34505215
Slc2a4	Asrgl1	0.34505215
Prkaa1	Khdrbs1	0.34505215
Slc2a4	Septin2	0.34505215
Slc2a4	Tmlhe	0.34505215
Slc2a4	Scpep1	0.34505215
Itm2b	Txnl1	0.34505215
Slc2a4	Txnl1	0.34505215
Slc2a4	Sdha	0.34505215
Slc2a4	Lonp1	0.34505215
Slc2a4	Lrpap1	0.34505215
Slc2a4	Ilk	0.34505215
Itm2b	Clasp2	0.34505215
Lamp2	Pi4k2a	0.34505215
Kcnma1	Nudt4	0.34505215
Prkaa1	Lasp1	0.34505215
Slc2a4	Snx1	0.34505215
Slc2a4	Dpp7	0.34505215
Slc2a4	LOC100909840	0.34505215
Mapk3	Pabpc1	0.34505215
Prkaa1	Pabpc1	0.34505215
Slc2a4	Pabpc1	0.34505215
Itm2b	Pabpc1	0.34505215
Slc2a4	Mrps26	0.34505215
Slc2a4	Ube2n	0.34505215
Slc2a4	Klhl41	0.34505215
Slc2a4	Aco2	0.34505215
Itm2b	Aco2	0.34505215
Itm2b	Wdr7	0.34505215
Acsl1	Slc27a5	0.34505215
Slc2a4	Ufd1	0.34505215
Itm2b	Bcam	0.34505215
Slc2a4	Tsnax	0.34505215
Slc2a4	Arfip1	0.34505215
Slc2a4	Psmb7	0.34505215
Slc2a4	Vamp7	0.34505215
Itm2b	Slc4a4	0.34505215
Prkaa1	Hnrnpd	0.34505215
Itm2b	Hnrnpd	0.34505215
Itm2b	Atp5md	0.34505215
Itm2b	LOC103693430	0.34505215
Slc2a4	Rtn4	0.34505215
Itm2b	Rtn4	0.34505215
Slc2a4	Uggt1	0.34505215
LOC103694380	Bid	0.34505215
Tnf	Bid	0.34505215
Slc2a4	Glrx3	0.34505215
Slc2a4	Adrm1	0.34505215
Prkaa1	Prpf19	0.34505215
Slc2a4	Prpf19	0.34505215
Itm2b	Prpf19	0.34505215
Slc2a4	Dctn4	0.34505215
Prkaa1	Dctn4	0.34505215
Itm2b	Fkbp4	0.34505215
Itm2b	Shank2	0.34505215
Prkaa1	Actn4	0.34505215
Prkab1	Actn4	0.34505215
Itm2b	Srcin1	0.34505215
Itm2b	Mb	0.34505215
Slc2a4	Htra1	0.34505215
Slc2a4	Abi1	0.34505215
Itm2b	Shank1	0.34505215
Ehhadh	Rab6a	0.34505215
Slc2a4	Rab6a	0.34505215
Itm2b	Itsn1	0.34505215
Slc2a4	Hadh	0.34505215
Itm2b	Hadh	0.34505215
Slc2a4	Prdx4	0.34505215
Slc2a4	Flot1	0.34505215
Slc22a5	Flot1	0.34505215
Lamp2	Flot1	0.34505215
Itm2b	Actn1	0.34505215
Prkaa1	Actn1	0.34505215
Slc2a4	Actn1	0.34505215
Mapk3	Actn1	0.34505215
Itm2b	Cnksr2	0.34505215
Slc2a4	Mtdh	0.34505215
Itm2b	Homer1	0.34505215
Itm2b	Vapa	0.34505215
Slc2a4	Vdac1	0.34505215
Prkaa1	Vdac1	0.34505215
Prkab1	Vdac1	0.34505215
Itm2b	Vdac1	0.34505215
Hk2	Vdac1	0.34505215
Slc2a4	Sec31a	0.34505215
Slc2a4	Homer3	0.34505215
Itm2b	Homer3	0.34505215
Itm2b	Synpo	0.34505215
Prkaa1	Synpo	0.34505215
Slc2a4	Dynlt1	0.34505215
Dynll1	Pard3	0.34505215
Atp6v0b	Rnasek	0.32387272
Atp6v0b	Atp6v1a	0.32387272
Gabra4	Gabrd	0.32387272
Atp6v0b	Atp6v1f	0.32387272
Atp6v0b	Atp6v1b2	0.32387272
Atp6v0b	Atp6v0c	0.32387272
Atp6v0b	Atp6v0e2	0.32387272
Atp6v0b	Atp6v1c1	0.32387272
Atp6v0b	Atp6v0d1	0.32387272
Atp6v0b	Atp6ap2	0.32387272
Atp6v0b	Atp6v1d	0.32387272
Atp6v0b	Atp6v1g2	0.32387272
Dmd	Krt8	0.3117374
Akt1	Zfp36l1	0.30991724
Adra1a	Cxcr4	0.26973546
Ghrl	Ghsr	0.26973546
Kcna5	Kcns3	0.26973546
Gucy1b1	P4hb	0.26973546
Akt1	Eef2	0.26973546
Atp1a1	Atp1b1	0.26973546
Ntrk3	App	0.26973546
Ntrk2	App	0.26973546
Cnr2	Cnr1	0.26973546
Cxcr4	Avpr1a	0.26973546
Ackr3	Avpr1a	0.26973546
Cfl1	Actb	0.26973546
Oxtr	Drd2	0.26973546
Kcna5	Kcna2	0.26973546
Htr2a	Oxtr	0.26973546
App	Psen1	0.26973546
Dll4	Notch1	0.26973546
Hspb8	Dnajb6	0.26973546
Bag3	Dnajb6	0.26973546
Stub1	Dnajb6	0.26973546
Dll4	Notch4	0.26973546
Ghrl	Sigmar1	0.26973546
Chrm5	Ap3d1	0.2677602
Cnn1	Svil	0.2677602
Xirp1	Flnc	0.2677602
Vangl2	Dact1	0.2677602
Ap3d1	Th	0.2677602
Gnao1	App	0.2677602
Ap3d1	Syn1	0.2677602
Dgkz	Syn1	0.2677602
Dgki	Syn1	0.2677602
Tmem106b	Lamp1	0.2677602
Actb	Tgoln2	0.2677602
Cops4	Syt1	0.2677602
Tp53	Ppif	0.2677602
Sh3kbp1	Dlg4	0.2677602
Actb	Dlg4	0.2677602
Atp2b2	Dlg4	0.2677602
Tmed10	Ptpn2	0.2677602
Homer1	Grin1	0.2677602
Ttr	Mt3	0.2677602
Sh3kbp1	Dnm2	0.2677602
Ptprt	Gfap	0.2677602
Sh3kbp1	Drd2	0.2677602
Ppp1r9b	Ppp1cb	0.2677602
Ccnd1	Rala	0.2677602
Arc	Psen1	0.2677602
Snapin	Csnk1d	0.2677602
Gabrg2	Kif5b	0.2677602
Rab13	Tubb3	0.2677602
Flnc	Enah	0.2677602
App	Arc	0.2677602
Ptpn9	Stx6	0.2677602
Dyrk1a	Rcan1	0.2677602
Rab7a	Lamtor1	0.2677602
Rab6b	Rab6a	0.2677602
