feature,log2FC,pval,padj,class,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,networkId,GATOM.abbr
SM(d18:1/22:0),-0.18419613059770656,0.201717117274003,0.3287016880880591,SM,SM 40:1;O2,SM 18:1;O2/22:0,SM 18:1;O2/22:0,SN_POSITION,Sphingomyelin,SM(d18:1/22:0)
SM(d18:1/22:1),0.16866961893502297,0.30640139839672365,0.4328019752810118,SM,SM 40:2;O2,SM 18:1;O2/22:1,SM 18:1;O2/22:1,SN_POSITION,Sphingomyelin,SM(d18:1/22:1)
SM(d18:1/24:0),-0.022387852042082438,0.8132783723062113,0.8695328051732417,SM,SM 42:1;O2,SM 18:1;O2/24:0,SM 18:1;O2/24:0,SN_POSITION,Sphingomyelin,SM(d18:1/24:0)
SM(d18:1/24:1),-0.168610083674443,0.24855213496645212,0.3714549862343939,SM,SM 42:2;O2,SM 18:1;O2/24:1,SM 18:1;O2/24:1,SN_POSITION,Sphingomyelin,SM(d18:1/24:1)
SM(d18:1/24:2),0.2111526541826586,0.11054421535082647,0.22072353419867743,SM,SM 42:3;O2,SM 18:1;O2/24:2,SM 18:1;O2/24:2,SN_POSITION,Sphingomyelin,SM(d18:1/24:2)
SM(d18:1/26:1),0.3356449817561002,0.07943979921933239,0.176859799908061,SM,SM 44:2;O2,SM 18:1;O2/26:1,SM 18:1;O2/26:1,SN_POSITION,Sphingomyelin,SM(d18:1/26:1)
SM(d18:1/26:2),0.22940401795523788,0.1925477497176311,0.3215071993741927,SM,SM 44:3;O2,SM 18:1;O2/26:2,SM 18:1;O2/26:2,SN_POSITION,Sphingomyelin,SM(d18:1/26:2)
TG(38:0),2.0424974209570492,0.006332697815360683,0.04193916155984714,TG,TG 38:0,NA,NA,SPECIES,TG,TG(38:0)
TG(40:0),1.901971366174918,0.05248034651927116,0.13584625582261098,TG,TG 40:0,NA,NA,SPECIES,TG,TG(40:0)
TG(40:1),1.2780897326364475,0.06344456374874266,0.15391708066399004,TG,TG 40:1,NA,NA,SPECIES,TG,TG(40:1)
TG(40:2),0.8769951316931921,0.21872752063477527,0.34701345649094845,TG,TG 40:2,NA,NA,SPECIES,TG,TG(40:2)
TG(40:3),0.8671720639070994,0.28552795067815673,0.40973639606600215,TG,TG 40:3,NA,NA,SPECIES,TG,TG(40:3)
TG(42:0),2.005552056454273,0.035442911434101554,0.11022744248961844,TG,TG 42:0,NA,NA,SPECIES,TG,TG(42:0)
TG(42:1),1.6736533694954199,0.011886787258442085,0.06113894140034284,TG,TG 42:1,NA,NA,SPECIES,TG,TG(42:1)
TG(42:2),0.3715781592417332,0.5435629132816622,0.6411974138974411,TG,TG 42:2,NA,NA,SPECIES,TG,TG(42:2)
TG(42:3),0.35226586739662014,0.6971840819073496,0.7744899143981029,TG,TG 42:3,NA,NA,SPECIES,TG,TG(42:3)
TG(42:4),0.7199168880057858,0.3567342397378715,0.480012003928198,TG,TG 42:4,NA,NA,SPECIES,TG,TG(42:4)
TG(44:0),0.7475079615311079,0.5169989531251691,0.613369372019115,TG,TG 44:0,NA,NA,SPECIES,TG,TG(44:0)
TG(44:1),-0.13242145764088964,0.9845209711217148,0.9881741101611276,TG,TG 44:1,NA,NA,SPECIES,TG,TG(44:1)
TG(44:2),0.1348405622348403,0.8644084362752747,0.9027895058396209,TG,TG 44:2,NA,NA,SPECIES,TG,TG(44:2)
TG(44:3),-0.10939609296113051,0.8400332311428436,0.8893502505837151,TG,TG 44:3,NA,NA,SPECIES,TG,TG(44:3)
TG(44:4),0.38309111803110957,0.7796297563514376,0.8469471851127063,TG,TG 44:4,NA,NA,SPECIES,TG,TG(44:4)
TG(44:5),0.6107047075062616,0.9740088338146536,0.9830947371151634,TG,TG 44:5,NA,NA,SPECIES,TG,TG(44:5)
TG(44:6),-1.2029075588599332,0.4020556939445986,0.5191220296516178,TG,TG 44:6,NA,NA,SPECIES,TG,TG(44:6)
TG(46:0),-0.3614679042332139,0.38148139415746063,0.5009258112601607,TG,TG 46:0,NA,NA,SPECIES,TG,TG(46:0)
TG(46:1),-0.86720527272611,0.06301019908199276,0.15391708066399004,TG,TG 46:1,NA,NA,SPECIES,TG,TG(46:1)
TG(46:2),-0.8932701080911238,0.07144258225235563,0.1637083156232741,TG,TG 46:2,NA,NA,SPECIES,TG,TG(46:2)
TG(46:3),-0.9822362673194611,0.08065627926303406,0.17883216016926815,TG,TG 46:3,NA,NA,SPECIES,TG,TG(46:3)
TG(46:4),-0.3676933085350236,0.43286426424838126,0.5471485209307809,TG,TG 46:4,NA,NA,SPECIES,TG,TG(46:4)
TG(48:0),-0.43179234350027335,0.4889725921097947,0.5931259469313878,TG,TG 48:0,NA,NA,SPECIES,TG,TG(48:0)
TG(48:1),-0.8545019516974683,0.08783421549859474,0.18870970854745137,TG,TG 48:1,NA,NA,SPECIES,TG,TG(48:1)
TG(48:2),-1.0883254077299365,0.04158797063740236,0.1201319260554192,TG,TG 48:2,NA,NA,SPECIES,TG,TG(48:2)
TG(48:3),-1.3671936583155482,0.032059893598061065,0.10511759052455173,TG,TG 48:3,NA,NA,SPECIES,TG,TG(48:3)
TG(48:4),-1.3984626574561907,0.0693245197184548,0.16165760848139674,TG,TG 48:4,NA,NA,SPECIES,TG,TG(48:4)
TG(50:0),1.6223196738395163,0.10757585130779392,0.21715871476685264,TG,TG 50:0,NA,NA,SPECIES,TG,TG(50:0)
TG(50:1),-0.869288032899393,0.12589754843335715,0.24282981826651634,TG,TG 50:1,NA,NA,SPECIES,TG,TG(50:1)
TG(50:2),-1.0416147128565023,0.06615169348663917,0.15696520252750784,TG,TG 50:2,NA,NA,SPECIES,TG,TG(50:2)
TG(50:3),-1.372649804931252,0.033952293628426763,0.10868751984011171,TG,TG 50:3,NA,NA,SPECIES,TG,TG(50:3)
TG(50:4),-1.4862144214008302,0.03434012196616245,0.10896861229967285,TG,TG 50:4,NA,NA,SPECIES,TG,TG(50:4)
TG(50:5),-1.6678661200682066,0.03473034042851681,0.10923903588271856,TG,TG 50:5,NA,NA,SPECIES,TG,TG(50:5)
TG(50:6),-2.0343940774571934,0.06650393290253193,0.15711191135488983,TG,TG 50:6,NA,NA,SPECIES,TG,TG(50:6)
TG(52:0),1.9572386662677743,0.14300754572846539,0.26405147521877054,TG,TG 52:0,NA,NA,SPECIES,TG,TG(52:0)
TG(52:1),0.35362242117678927,0.4923645775736628,0.5945741885431955,TG,TG 52:1,NA,NA,SPECIES,TG,TG(52:1)
TG(52:2),-1.320864043072718,0.047867581944914014,0.13013247151858534,TG,TG 52:2,NA,NA,SPECIES,TG,TG(52:2)
TG(52:3),-1.3440297506345265,0.038702904238614395,0.11763073703983364,TG,TG 52:3,NA,NA,SPECIES,TG,TG(52:3)
TG(52:4),-1.3220803094363363,0.045790496927848215,0.12712602244113738,TG,TG 52:4,NA,NA,SPECIES,TG,TG(52:4)
TG(52:5),-1.4280877357700463,0.04925960235528284,0.1310478145841037,TG,TG 52:5,NA,NA,SPECIES,TG,TG(52:5)
TG(52:6),-1.613461178725089,0.04564919528739545,0.12712602244113738,TG,TG 52:6,NA,NA,SPECIES,TG,TG(52:6)
TG(52:7),-1.89759476700185,0.04068370104931376,0.1201319260554192,TG,TG 52:7,NA,NA,SPECIES,TG,TG(52:7)
TG(52:8),-2.494753210381105,0.08126086879916217,0.17884255486993678,TG,TG 52:8,NA,NA,SPECIES,TG,TG(52:8)
TG(54:0),2.219454549407784,0.37884018447501494,0.4986679800510537,TG,TG 54:0,NA,NA,SPECIES,TG,TG(54:0)
TG(54:1),1.1974895830678793,0.0716537847646343,0.1637083156232741,TG,TG 54:1,NA,NA,SPECIES,TG,TG(54:1)
TG(54:2),-0.5294117120113355,0.3930229410970838,0.5123503882735478,TG,TG 54:2,NA,NA,SPECIES,TG,TG(54:2)
TG(54:3),-1.4960147701332425,0.035931926167882336,0.1110809831818534,TG,TG 54:3,NA,NA,SPECIES,TG,TG(54:3)
TG(54:4),-1.5237013399701735,0.031500520350474695,0.10408450204030235,TG,TG 54:4,NA,NA,SPECIES,TG,TG(54:4)
TG(54:5),-1.3729374944279007,0.05196601517612726,0.1351616067802156,TG,TG 54:5,NA,NA,SPECIES,TG,TG(54:5)
TG(54:6),-1.2125004076327348,0.09744948635311103,0.20199299661698494,TG,TG 54:6,NA,NA,SPECIES,TG,TG(54:6)
TG(54:7),-1.2556194016600102,0.10188201452604072,0.20878094643404557,TG,TG 54:7,NA,NA,SPECIES,TG,TG(54:7)
TG(54:8),-1.6100328004606501,0.06297459183006873,0.15391708066399004,TG,TG 54:8,NA,NA,SPECIES,TG,TG(54:8)
TG(54:9),-2.400996713512761,0.0454596449456483,0.12712602244113738,TG,TG 54:9,NA,NA,SPECIES,TG,TG(54:9)
TG(56:0),0.744344741305332,0.9359350504415581,0.9607986001686584,TG,TG 56:0,NA,NA,SPECIES,TG,TG(56:0)
TG(56:1),-0.021687749479470105,0.90570717539464,0.9333096797876196,TG,TG 56:1,NA,NA,SPECIES,TG,TG(56:1)
TG(56:10),-3.647679179482036,0.006605418650805956,0.04193916155984714,TG,TG 56:10,NA,NA,SPECIES,TG,TG(56:10)
TG(56:11),1.5247834422433901,0.8562944971206086,0.897773956056197,TG,TG 56:11,NA,NA,SPECIES,TG,TG(56:11)
TG(56:2),-0.4630962727196047,0.46060194612075334,0.5669617673479824,TG,TG 56:2,NA,NA,SPECIES,TG,TG(56:2)
TG(56:3),-1.3101665117650758,0.06909244288244389,0.16165760848139674,TG,TG 56:3,NA,NA,SPECIES,TG,TG(56:3)
TG(56:4),-1.2418950888031393,0.07030338907627841,0.16323662442174514,TG,TG 56:4,NA,NA,SPECIES,TG,TG(56:4)
TG(56:5),-1.3424244954851314,0.0543009208285965,0.1392265316031787,TG,TG 56:5,NA,NA,SPECIES,TG,TG(56:5)
TG(56:6),-1.846411552090048,0.018100909927647523,0.07756984131272227,TG,TG 56:6,NA,NA,SPECIES,TG,TG(56:6)
TG(56:7),-1.974574825105947,0.018228450707439968,0.07756984131272227,TG,TG 56:7,NA,NA,SPECIES,TG,TG(56:7)
TG(56:8),-1.7602079734648466,0.036877928275444644,0.11335772271031563,TG,TG 56:8,NA,NA,SPECIES,TG,TG(56:8)
TG(56:9),-1.8842150937229072,0.04173043737364407,0.1201319260554192,TG,TG 56:9,NA,NA,SPECIES,TG,TG(56:9)
TG(58:1),-0.7233417664987786,0.5655813801523011,0.6630339557408121,TG,TG 58:1,NA,NA,SPECIES,TG,TG(58:1)
TG(58:10),-2.427488052619685,0.022936321675022898,0.08738415511399569,TG,TG 58:10,NA,NA,SPECIES,TG,TG(58:10)
TG(58:11),-2.9288956904157155,0.05631350541362446,0.14303101609751565,TG,TG 58:11,NA,NA,SPECIES,TG,TG(58:11)
TG(58:12),-0.2957516778439951,0.9443223190951124,0.965168692516293,TG,TG 58:12,NA,NA,SPECIES,TG,TG(58:12)
TG(58:2),-1.2079584549709137,0.09297305378320185,0.19598552401678176,TG,TG 58:2,NA,NA,SPECIES,TG,TG(58:2)
TG(58:3),-0.9169932462908378,0.23322707483050226,0.3605024213808621,TG,TG 58:3,NA,NA,SPECIES,TG,TG(58:3)
TG(58:4),-0.8868782648502678,0.5206813042237762,0.616386401717862,TG,TG 58:4,NA,NA,SPECIES,TG,TG(58:4)
TG(58:5),-1.6148918687603264,0.1147678245077401,0.2249615690532152,TG,TG 58:5,NA,NA,SPECIES,TG,TG(58:5)
TG(58:6),-2.4966464961826653,0.01583033472300737,0.07150265817508941,TG,TG 58:6,NA,NA,SPECIES,TG,TG(58:6)
TG(58:7),-2.7157463536151623,0.024706450734836297,0.09031209356450295,TG,TG 58:7,NA,NA,SPECIES,TG,TG(58:7)
TG(58:8),-2.158405400405059,0.03444294399860269,0.10896861229967285,TG,TG 58:8,NA,NA,SPECIES,TG,TG(58:8)
TG(58:9),-2.137901744487638,0.02785892700876961,0.09859561750686709,TG,TG 58:9,NA,NA,SPECIES,TG,TG(58:9)
TG(60:10),-1.4448890629478444,0.5095345646550926,0.6069880224513247,TG,TG 60:10,NA,NA,SPECIES,TG,TG(60:10)
TG(60:11),-7.614710432240076,1.3599255291902768e-4,0.006130997594099499,TG,TG 60:11,NA,NA,SPECIES,TG,TG(60:11)
TG(60:12),-4.578078590239183,0.10619282862321491,0.21516973889572757,TG,TG 60:12,NA,NA,SPECIES,TG,TG(60:12)
TG(O-50:0),-0.8875617016498044,0.3372222528289627,0.4618664272923261,TG O-,TG O-50:0,NA,NA,SPECIES,NA,TG(O-50:0)
TG(O-50:1),-1.1620227977143005,0.2221115128576071,0.34914462696841164,TG O-,TG O-50:1,NA,NA,SPECIES,NA,TG(O-50:1)
TG(O-50:2),-1.1537166798962815,0.25493492434773374,0.3768300384484261,TG O-,TG O-50:2,NA,NA,SPECIES,NA,TG(O-50:2)
TG(O-50:3),-1.12767057830501,0.19500128216614374,0.32331697882858046,TG O-,TG O-50:3,NA,NA,SPECIES,NA,TG(O-50:3)
TG(O-52:0),-1.1039769774723702,0.7935295374203037,0.8568851891105475,TG O-,TG O-52:0,NA,NA,SPECIES,NA,TG(O-52:0)
TG(O-52:1),-0.9990223795205814,0.24126673235297125,0.3648319376256113,TG O-,TG O-52:1,NA,NA,SPECIES,NA,TG(O-52:1)
TG(O-52:2),-1.4092596280823702,0.17492651239616333,0.3006449722567121,TG O-,TG O-52:2,NA,NA,SPECIES,NA,TG(O-52:2)
TG(O-52:3),-1.422174631347009,0.16302609732061213,0.28779119729775116,TG O-,TG O-52:3,NA,NA,SPECIES,NA,TG(O-52:3)
TG(O-52:4),-1.219390115857537,0.20103650140776766,0.3287016880880591,TG O-,TG O-52:4,NA,NA,SPECIES,NA,TG(O-52:4)
TG(O-52:5),-1.339384515782521,0.13184790400998334,0.2502797055066701,TG O-,TG O-52:5,NA,NA,SPECIES,NA,TG(O-52:5)
TG(O-54:1),-1.873863780190477,0.09465179451730729,0.19813960169055633,TG O-,TG O-54:1,NA,NA,SPECIES,NA,TG(O-54:1)
TG(O-54:2),-1.0150664936963205,0.3101850966340841,0.43700556583083205,TG O-,TG O-54:2,NA,NA,SPECIES,NA,TG(O-54:2)
TG(O-54:3),-1.6521398192687033,0.1037543679279184,0.2110192219887363,TG O-,TG O-54:3,NA,NA,SPECIES,NA,TG(O-54:3)
TG(O-54:4),-1.4576607487636561,0.13569511867849457,0.25314158346574334,TG O-,TG O-54:4,NA,NA,SPECIES,NA,TG(O-54:4)
TG(O-54:5),-1.361583138143795,0.16487260646866428,0.2895976626608681,TG O-,TG O-54:5,NA,NA,SPECIES,NA,TG(O-54:5)
TG(O-54:6),-1.278520560994096,0.1975494198437679,0.32583608577889767,TG O-,TG O-54:6,NA,NA,SPECIES,NA,TG(O-54:6)
TG(O-56:2),-1.8039136614615703,0.19399737108072684,0.3229310084759176,TG O-,TG O-56:2,NA,NA,SPECIES,NA,TG(O-56:2)
TG(O-56:3),-1.5949803683439479,0.16872950119056834,0.2935133766691237,TG O-,TG O-56:3,NA,NA,SPECIES,NA,TG(O-56:3)
TG(O-56:4),-1.7193482578629014,0.24209734862771617,0.3648319376256113,TG O-,TG O-56:4,NA,NA,SPECIES,NA,TG(O-56:4)
TG(O-56:5),-1.1181426248577933,0.4525126121179244,0.5640767814649703,TG O-,TG O-56:5,NA,NA,SPECIES,NA,TG(O-56:5)
TG(O-56:6),-1.2013088147631752,0.25397211953784393,0.3764353881369139,TG O-,TG O-56:6,NA,NA,SPECIES,NA,TG(O-56:6)
TG(O-56:7),-1.196210885126845,0.22140908065845435,0.34914462696841164,TG O-,TG O-56:7,NA,NA,SPECIES,NA,TG(O-56:7)
TG(O-58:5),-2.2934055993882585,0.2368573001826113,0.3640335210192975,TG O-,TG O-58:5,NA,NA,SPECIES,NA,TG(O-58:5)
TG(O-58:6),-0.31149546039218845,0.46020746388760203,0.5669617673479824,TG O-,TG O-58:6,NA,NA,SPECIES,NA,TG(O-58:6)
TG(O-58:7),-0.9336845485191251,0.3152041062608198,0.4417757033344651,TG O-,TG O-58:7,NA,NA,SPECIES,NA,TG(O-58:7)
